HPO ID	Phenotype name	No. occurrences	Earliness (lower = earlier)	Example sentence
HP:0001250	Seizures	25	0	 67 92 hp 0002187 severe mental retardation 74 92 hp 0001249 mental retardation 81 92 hp 0001249 retardation 94 109 hp 0007170 speech disorder 111 138 hp 0007087 stereotyped jerky movements 123 138 hp 0007087 jerky movements 155 173 hp 0000715 behavioral profile 182 199 hp 0100024 happy disposition 204 225 hp 0000749 outbursts of laughter 217 225 hp 0000748 laughter 262 270 hp 0001250 epilepsy 286 318 hp 0002353 electroencephalographic patterns 372 380 hp 0001250 epilepsy 523 531 hp 0001250 epilepsy 646 654 hp 0001250 epilepsy 665 673 hp 0001250 epilepsy 783 791 hp 0001250 epilepsy 823 831 hp 0001250 epilepsy 838 845 hp 0001250 seizure 857 874 hp 0007270 atypical absences 879 914 hp 0002123 myoclonic and tonic clonic seizures 879 888 hp 0001336 myoclonic 893 914 hp 0002069 tonic clonic seizures 906 914 hp 0001250 seizures 954 962 hp 0001250 epilepsy 977 982 hp 0001945 fever 1017 1035 hp 0002133 status epilepticus 1114 1122 hp 0001250 seizures 1156 1164 hp 0001250 seizures 1175 1182 hp 0001250 seizure 1247 1255 hp 0001250 epilepsy 1350 1357 hp 0001250 seizure 1371 1378 hp 0001250 seizure 1479 1487 hp 0001250 epilepsy 1531 1540 hp 0011463 childhood 1674 1682 hp 0001250 epilepsy 1784 1792 hp 0001250 epilepsy 1798 1809 hp 0003593 early onset 1826 1849 hp 0002353 electroclinical profile 1860 1867 hp 0001250 seizure 2022 2031 hp 0011463 childhood 2246 2269 hp 0001263 developmentally delayed 2316 2324 hp 0001250 epilepsy
HP:0001249	Intellectual disability	3	0	 67 92 hp 0002187 severe mental retardation 74 92 hp 0001249 mental retardation 81 92 hp 0001249 retardation 94 109 hp 0007170 speech disorder 111 138 hp 0007087 stereotyped jerky movements 123 138 hp 0007087 jerky movements 155 173 hp 0000715 behavioral profile 182 199 hp 0100024 happy disposition 204 225 hp 0000749 outbursts of laughter 217 225 hp 0000748 laughter 262 270 hp 0001250 epilepsy 286 318 hp 0002353 electroencephalographic patterns 372 380 hp 0001250 epilepsy 523 531 hp 0001250 epilepsy 646 654 hp 0001250 epilepsy 665 673 hp 0001250 epilepsy 783 791 hp 0001250 epilepsy 823 831 hp 0001250 epilepsy 838 845 hp 0001250 seizure 857 874 hp 0007270 atypical absences 879 914 hp 0002123 myoclonic and tonic clonic seizures 879 888 hp 0001336 myoclonic 893 914 hp 0002069 tonic clonic seizures 906 914 hp 0001250 seizures 954 962 hp 0001250 epilepsy 977 982 hp 0001945 fever 1017 1035 hp 0002133 status epilepticus 1114 1122 hp 0001250 seizures 1156 1164 hp 0001250 seizures 1175 1182 hp 0001250 seizure 1247 1255 hp 0001250 epilepsy 1350 1357 hp 0001250 seizure 1371 1378 hp 0001250 seizure 1479 1487 hp 0001250 epilepsy 1531 1540 hp 0011463 childhood 1674 1682 hp 0001250 epilepsy 1784 1792 hp 0001250 epilepsy 1798 1809 hp 0003593 early onset 1826 1849 hp 0002353 electroclinical profile 1860 1867 hp 0001250 seizure 2022 2031 hp 0011463 childhood 2246 2269 hp 0001263 developmentally delayed 2316 2324 hp 0001250 epilepsy
HP:0002069	Generalized tonic-clonic seizures	3	1	 67 92 hp 0002187 severe mental retardation 74 92 hp 0001249 mental retardation 81 92 hp 0001249 retardation 94 109 hp 0007170 speech disorder 111 138 hp 0007087 stereotyped jerky movements 123 138 hp 0007087 jerky movements 155 173 hp 0000715 behavioral profile 182 199 hp 0100024 happy disposition 204 225 hp 0000749 outbursts of laughter 217 225 hp 0000748 laughter 262 270 hp 0001250 epilepsy 286 318 hp 0002353 electroencephalographic patterns 372 380 hp 0001250 epilepsy 523 531 hp 0001250 epilepsy 646 654 hp 0001250 epilepsy 665 673 hp 0001250 epilepsy 783 791 hp 0001250 epilepsy 823 831 hp 0001250 epilepsy 838 845 hp 0001250 seizure 857 874 hp 0007270 atypical absences 879 914 hp 0002123 myoclonic and tonic clonic seizures 879 888 hp 0001336 myoclonic 893 914 hp 0002069 tonic clonic seizures 906 914 hp 0001250 seizures 954 962 hp 0001250 epilepsy 977 982 hp 0001945 fever 1017 1035 hp 0002133 status epilepticus 1114 1122 hp 0001250 seizures 1156 1164 hp 0001250 seizures 1175 1182 hp 0001250 seizure 1247 1255 hp 0001250 epilepsy 1350 1357 hp 0001250 seizure 1371 1378 hp 0001250 seizure 1479 1487 hp 0001250 epilepsy 1531 1540 hp 0011463 childhood 1674 1682 hp 0001250 epilepsy 1784 1792 hp 0001250 epilepsy 1798 1809 hp 0003593 early onset 1826 1849 hp 0002353 electroclinical profile 1860 1867 hp 0001250 seizure 2022 2031 hp 0011463 childhood 2246 2269 hp 0001263 developmentally delayed 2316 2324 hp 0001250 epilepsy
HP:0002167	Neurological speech impairment	2	0	 67 92 hp 0002187 severe mental retardation 74 92 hp 0001249 mental retardation 81 92 hp 0001249 retardation 94 109 hp 0007170 speech disorder 111 138 hp 0007087 stereotyped jerky movements 123 138 hp 0007087 jerky movements 155 173 hp 0000715 behavioral profile 182 199 hp 0100024 happy disposition 204 225 hp 0000749 outbursts of laughter 217 225 hp 0000748 laughter 262 270 hp 0001250 epilepsy 286 318 hp 0002353 electroencephalographic patterns 372 380 hp 0001250 epilepsy 523 531 hp 0001250 epilepsy 646 654 hp 0001250 epilepsy 665 673 hp 0001250 epilepsy 783 791 hp 0001250 epilepsy 823 831 hp 0001250 epilepsy 838 845 hp 0001250 seizure 857 874 hp 0007270 atypical absences 879 914 hp 0002123 myoclonic and tonic clonic seizures 879 888 hp 0001336 myoclonic 893 914 hp 0002069 tonic clonic seizures 906 914 hp 0001250 seizures 954 962 hp 0001250 epilepsy 977 982 hp 0001945 fever 1017 1035 hp 0002133 status epilepticus 1114 1122 hp 0001250 seizures 1156 1164 hp 0001250 seizures 1175 1182 hp 0001250 seizure 1247 1255 hp 0001250 epilepsy 1350 1357 hp 0001250 seizure 1371 1378 hp 0001250 seizure 1479 1487 hp 0001250 epilepsy 1531 1540 hp 0011463 childhood 1674 1682 hp 0001250 epilepsy 1784 1792 hp 0001250 epilepsy 1798 1809 hp 0003593 early onset 1826 1849 hp 0002353 electroclinical profile 1860 1867 hp 0001250 seizure 2022 2031 hp 0011463 childhood 2246 2269 hp 0001263 developmentally delayed 2316 2324 hp 0001250 epilepsy
HP:0010864	Intellectual disability, severe	2	0	 67 92 hp 0002187 severe mental retardation 74 92 hp 0001249 mental retardation 81 92 hp 0001249 retardation 94 109 hp 0007170 speech disorder 111 138 hp 0007087 stereotyped jerky movements 123 138 hp 0007087 jerky movements 155 173 hp 0000715 behavioral profile 182 199 hp 0100024 happy disposition 204 225 hp 0000749 outbursts of laughter 217 225 hp 0000748 laughter 262 270 hp 0001250 epilepsy 286 318 hp 0002353 electroencephalographic patterns 372 380 hp 0001250 epilepsy 523 531 hp 0001250 epilepsy 646 654 hp 0001250 epilepsy 665 673 hp 0001250 epilepsy 783 791 hp 0001250 epilepsy 823 831 hp 0001250 epilepsy 838 845 hp 0001250 seizure 857 874 hp 0007270 atypical absences 879 914 hp 0002123 myoclonic and tonic clonic seizures 879 888 hp 0001336 myoclonic 893 914 hp 0002069 tonic clonic seizures 906 914 hp 0001250 seizures 954 962 hp 0001250 epilepsy 977 982 hp 0001945 fever 1017 1035 hp 0002133 status epilepticus 1114 1122 hp 0001250 seizures 1156 1164 hp 0001250 seizures 1175 1182 hp 0001250 seizure 1247 1255 hp 0001250 epilepsy 1350 1357 hp 0001250 seizure 1371 1378 hp 0001250 seizure 1479 1487 hp 0001250 epilepsy 1531 1540 hp 0011463 childhood 1674 1682 hp 0001250 epilepsy 1784 1792 hp 0001250 epilepsy 1798 1809 hp 0003593 early onset 1826 1849 hp 0002353 electroclinical profile 1860 1867 hp 0001250 seizure 2022 2031 hp 0011463 childhood 2246 2269 hp 0001263 developmentally delayed 2316 2324 hp 0001250 epilepsy
HP:0001263	Global developmental delay	2	1	 67 92 hp 0002187 severe mental retardation 74 92 hp 0001249 mental retardation 81 92 hp 0001249 retardation 94 109 hp 0007170 speech disorder 111 138 hp 0007087 stereotyped jerky movements 123 138 hp 0007087 jerky movements 155 173 hp 0000715 behavioral profile 182 199 hp 0100024 happy disposition 204 225 hp 0000749 outbursts of laughter 217 225 hp 0000748 laughter 262 270 hp 0001250 epilepsy 286 318 hp 0002353 electroencephalographic patterns 372 380 hp 0001250 epilepsy 523 531 hp 0001250 epilepsy 646 654 hp 0001250 epilepsy 665 673 hp 0001250 epilepsy 783 791 hp 0001250 epilepsy 823 831 hp 0001250 epilepsy 838 845 hp 0001250 seizure 857 874 hp 0007270 atypical absences 879 914 hp 0002123 myoclonic and tonic clonic seizures 879 888 hp 0001336 myoclonic 893 914 hp 0002069 tonic clonic seizures 906 914 hp 0001250 seizures 954 962 hp 0001250 epilepsy 977 982 hp 0001945 fever 1017 1035 hp 0002133 status epilepticus 1114 1122 hp 0001250 seizures 1156 1164 hp 0001250 seizures 1175 1182 hp 0001250 seizure 1247 1255 hp 0001250 epilepsy 1350 1357 hp 0001250 seizure 1371 1378 hp 0001250 seizure 1479 1487 hp 0001250 epilepsy 1531 1540 hp 0011463 childhood 1674 1682 hp 0001250 epilepsy 1784 1792 hp 0001250 epilepsy 1798 1809 hp 0003593 early onset 1826 1849 hp 0002353 electroclinical profile 1860 1867 hp 0001250 seizure 2022 2031 hp 0011463 childhood 2246 2269 hp 0001263 developmentally delayed 2316 2324 hp 0001250 epilepsy
HP:0001945	Fever	2	1	 67 92 hp 0002187 severe mental retardation 74 92 hp 0001249 mental retardation 81 92 hp 0001249 retardation 94 109 hp 0007170 speech disorder 111 138 hp 0007087 stereotyped jerky movements 123 138 hp 0007087 jerky movements 155 173 hp 0000715 behavioral profile 182 199 hp 0100024 happy disposition 204 225 hp 0000749 outbursts of laughter 217 225 hp 0000748 laughter 262 270 hp 0001250 epilepsy 286 318 hp 0002353 electroencephalographic patterns 372 380 hp 0001250 epilepsy 523 531 hp 0001250 epilepsy 646 654 hp 0001250 epilepsy 665 673 hp 0001250 epilepsy 783 791 hp 0001250 epilepsy 823 831 hp 0001250 epilepsy 838 845 hp 0001250 seizure 857 874 hp 0007270 atypical absences 879 914 hp 0002123 myoclonic and tonic clonic seizures 879 888 hp 0001336 myoclonic 893 914 hp 0002069 tonic clonic seizures 906 914 hp 0001250 seizures 954 962 hp 0001250 epilepsy 977 982 hp 0001945 fever 1017 1035 hp 0002133 status epilepticus 1114 1122 hp 0001250 seizures 1156 1164 hp 0001250 seizures 1175 1182 hp 0001250 seizure 1247 1255 hp 0001250 epilepsy 1350 1357 hp 0001250 seizure 1371 1378 hp 0001250 seizure 1479 1487 hp 0001250 epilepsy 1531 1540 hp 0011463 childhood 1674 1682 hp 0001250 epilepsy 1784 1792 hp 0001250 epilepsy 1798 1809 hp 0003593 early onset 1826 1849 hp 0002353 electroclinical profile 1860 1867 hp 0001250 seizure 2022 2031 hp 0011463 childhood 2246 2269 hp 0001263 developmentally delayed 2316 2324 hp 0001250 epilepsy
HP:0002133	Status epilepticus	2	1	 67 92 hp 0002187 severe mental retardation 74 92 hp 0001249 mental retardation 81 92 hp 0001249 retardation 94 109 hp 0007170 speech disorder 111 138 hp 0007087 stereotyped jerky movements 123 138 hp 0007087 jerky movements 155 173 hp 0000715 behavioral profile 182 199 hp 0100024 happy disposition 204 225 hp 0000749 outbursts of laughter 217 225 hp 0000748 laughter 262 270 hp 0001250 epilepsy 286 318 hp 0002353 electroencephalographic patterns 372 380 hp 0001250 epilepsy 523 531 hp 0001250 epilepsy 646 654 hp 0001250 epilepsy 665 673 hp 0001250 epilepsy 783 791 hp 0001250 epilepsy 823 831 hp 0001250 epilepsy 838 845 hp 0001250 seizure 857 874 hp 0007270 atypical absences 879 914 hp 0002123 myoclonic and tonic clonic seizures 879 888 hp 0001336 myoclonic 893 914 hp 0002069 tonic clonic seizures 906 914 hp 0001250 seizures 954 962 hp 0001250 epilepsy 977 982 hp 0001945 fever 1017 1035 hp 0002133 status epilepticus 1114 1122 hp 0001250 seizures 1156 1164 hp 0001250 seizures 1175 1182 hp 0001250 seizure 1247 1255 hp 0001250 epilepsy 1350 1357 hp 0001250 seizure 1371 1378 hp 0001250 seizure 1479 1487 hp 0001250 epilepsy 1531 1540 hp 0011463 childhood 1674 1682 hp 0001250 epilepsy 1784 1792 hp 0001250 epilepsy 1798 1809 hp 0003593 early onset 1826 1849 hp 0002353 electroclinical profile 1860 1867 hp 0001250 seizure 2022 2031 hp 0011463 childhood 2246 2269 hp 0001263 developmentally delayed 2316 2324 hp 0001250 epilepsy
HP:0000708	Behavioral abnormality	1	0	 67 92 hp 0002187 severe mental retardation 74 92 hp 0001249 mental retardation 81 92 hp 0001249 retardation 94 109 hp 0007170 speech disorder 111 138 hp 0007087 stereotyped jerky movements 123 138 hp 0007087 jerky movements 155 173 hp 0000715 behavioral profile 182 199 hp 0100024 happy disposition 204 225 hp 0000749 outbursts of laughter 217 225 hp 0000748 laughter 262 270 hp 0001250 epilepsy 286 318 hp 0002353 electroencephalographic patterns 372 380 hp 0001250 epilepsy 523 531 hp 0001250 epilepsy 646 654 hp 0001250 epilepsy 665 673 hp 0001250 epilepsy 783 791 hp 0001250 epilepsy 823 831 hp 0001250 epilepsy 838 845 hp 0001250 seizure 857 874 hp 0007270 atypical absences 879 914 hp 0002123 myoclonic and tonic clonic seizures 879 888 hp 0001336 myoclonic 893 914 hp 0002069 tonic clonic seizures 906 914 hp 0001250 seizures 954 962 hp 0001250 epilepsy 977 982 hp 0001945 fever 1017 1035 hp 0002133 status epilepticus 1114 1122 hp 0001250 seizures 1156 1164 hp 0001250 seizures 1175 1182 hp 0001250 seizure 1247 1255 hp 0001250 epilepsy 1350 1357 hp 0001250 seizure 1371 1378 hp 0001250 seizure 1479 1487 hp 0001250 epilepsy 1531 1540 hp 0011463 childhood 1674 1682 hp 0001250 epilepsy 1784 1792 hp 0001250 epilepsy 1798 1809 hp 0003593 early onset 1826 1849 hp 0002353 electroclinical profile 1860 1867 hp 0001250 seizure 2022 2031 hp 0011463 childhood 2246 2269 hp 0001263 developmentally delayed 2316 2324 hp 0001250 epilepsy
HP:0002121	Absence seizure	1	0	 67 92 hp 0002187 severe mental retardation 74 92 hp 0001249 mental retardation 81 92 hp 0001249 retardation 94 109 hp 0007170 speech disorder 111 138 hp 0007087 stereotyped jerky movements 123 138 hp 0007087 jerky movements 155 173 hp 0000715 behavioral profile 182 199 hp 0100024 happy disposition 204 225 hp 0000749 outbursts of laughter 217 225 hp 0000748 laughter 262 270 hp 0001250 epilepsy 286 318 hp 0002353 electroencephalographic patterns 372 380 hp 0001250 epilepsy 523 531 hp 0001250 epilepsy 646 654 hp 0001250 epilepsy 665 673 hp 0001250 epilepsy 783 791 hp 0001250 epilepsy 823 831 hp 0001250 epilepsy 838 845 hp 0001250 seizure 857 874 hp 0007270 atypical absences 879 914 hp 0002123 myoclonic and tonic clonic seizures 879 888 hp 0001336 myoclonic 893 914 hp 0002069 tonic clonic seizures 906 914 hp 0001250 seizures 954 962 hp 0001250 epilepsy 977 982 hp 0001945 fever 1017 1035 hp 0002133 status epilepticus 1114 1122 hp 0001250 seizures 1156 1164 hp 0001250 seizures 1175 1182 hp 0001250 seizure 1247 1255 hp 0001250 epilepsy 1350 1357 hp 0001250 seizure 1371 1378 hp 0001250 seizure 1479 1487 hp 0001250 epilepsy 1531 1540 hp 0011463 childhood 1674 1682 hp 0001250 epilepsy 1784 1792 hp 0001250 epilepsy 1798 1809 hp 0003593 early onset 1826 1849 hp 0002353 electroclinical profile 1860 1867 hp 0001250 seizure 2022 2031 hp 0011463 childhood 2246 2269 hp 0001263 developmentally delayed 2316 2324 hp 0001250 epilepsy
