HPO ID	Phenotype name	No. occurrences	Earliness (lower = earlier)	Example sentence
HP:0000089	Renal hypoplasia	8	0	 113 128 hp 0001562 oligohydramnios 136 152 hp 0000089 renal hypoplasia 136 165 hp 0008680 renal hypoplasia and agenesis 179 194 hp 0003811 died neonatally 198 218 hp 0002089 pulmonary hypoplasia 291 349 hp 0010827 immaturity of the middle ear cleft ossicles facial nerve 291 335 hp 0004452 immaturity of the middle ear cleft ossicles 291 379 hp 0000375 immaturity of the middle ear cleft ossicles facial nerve and canal and cochlear nerve 291 325 hp 0000370 immaturity of the middle ear cleft 467 483 hp 0000089 renal hypoplasia 546 572 hp 0000110 renal hypoplasia dysplasia 546 562 hp 0000089 renal hypoplasia 546 584 hp 0000104 renal hypoplasia dysplasia or agenesis 661 673 hp 0000077 renal defect 764 781 hp 0004467 preauricular pits 777 781 hp 0004467 pits 783 805 hp 0007925 lacrimal duct stenosis 811 829 hp 0009795 branchial fistulae 811 842 hp 0009796 branchial fistulae and or cysts 811 820 hp 0009794 branchial 844 859 hp 0000365 hearing studies
HP:0000110	Renal dysplasia	3	9	 113 128 hp 0001562 oligohydramnios 136 152 hp 0000089 renal hypoplasia 136 165 hp 0008680 renal hypoplasia and agenesis 179 194 hp 0003811 died neonatally 198 218 hp 0002089 pulmonary hypoplasia 291 349 hp 0010827 immaturity of the middle ear cleft ossicles facial nerve 291 335 hp 0004452 immaturity of the middle ear cleft ossicles 291 379 hp 0000375 immaturity of the middle ear cleft ossicles facial nerve and canal and cochlear nerve 291 325 hp 0000370 immaturity of the middle ear cleft 467 483 hp 0000089 renal hypoplasia 546 572 hp 0000110 renal hypoplasia dysplasia 546 562 hp 0000089 renal hypoplasia 546 584 hp 0000104 renal hypoplasia dysplasia or agenesis 661 673 hp 0000077 renal defect 764 781 hp 0004467 preauricular pits 777 781 hp 0004467 pits 783 805 hp 0007925 lacrimal duct stenosis 811 829 hp 0009795 branchial fistulae 811 842 hp 0009796 branchial fistulae and or cysts 811 820 hp 0009794 branchial 844 859 hp 0000365 hearing studies
HP:0009795	Branchial fistula	3	9	 113 128 hp 0001562 oligohydramnios 136 152 hp 0000089 renal hypoplasia 136 165 hp 0008680 renal hypoplasia and agenesis 179 194 hp 0003811 died neonatally 198 218 hp 0002089 pulmonary hypoplasia 291 349 hp 0010827 immaturity of the middle ear cleft ossicles facial nerve 291 335 hp 0004452 immaturity of the middle ear cleft ossicles 291 379 hp 0000375 immaturity of the middle ear cleft ossicles facial nerve and canal and cochlear nerve 291 325 hp 0000370 immaturity of the middle ear cleft 467 483 hp 0000089 renal hypoplasia 546 572 hp 0000110 renal hypoplasia dysplasia 546 562 hp 0000089 renal hypoplasia 546 584 hp 0000104 renal hypoplasia dysplasia or agenesis 661 673 hp 0000077 renal defect 764 781 hp 0004467 preauricular pits 777 781 hp 0004467 pits 783 805 hp 0007925 lacrimal duct stenosis 811 829 hp 0009795 branchial fistulae 811 842 hp 0009796 branchial fistulae and or cysts 811 820 hp 0009794 branchial 844 859 hp 0000365 hearing studies
HP:0001562	Oligohydramnios	2	0	 113 128 hp 0001562 oligohydramnios 136 152 hp 0000089 renal hypoplasia 136 165 hp 0008680 renal hypoplasia and agenesis 179 194 hp 0003811 died neonatally 198 218 hp 0002089 pulmonary hypoplasia 291 349 hp 0010827 immaturity of the middle ear cleft ossicles facial nerve 291 335 hp 0004452 immaturity of the middle ear cleft ossicles 291 379 hp 0000375 immaturity of the middle ear cleft ossicles facial nerve and canal and cochlear nerve 291 325 hp 0000370 immaturity of the middle ear cleft 467 483 hp 0000089 renal hypoplasia 546 572 hp 0000110 renal hypoplasia dysplasia 546 562 hp 0000089 renal hypoplasia 546 584 hp 0000104 renal hypoplasia dysplasia or agenesis 661 673 hp 0000077 renal defect 764 781 hp 0004467 preauricular pits 777 781 hp 0004467 pits 783 805 hp 0007925 lacrimal duct stenosis 811 829 hp 0009795 branchial fistulae 811 842 hp 0009796 branchial fistulae and or cysts 811 820 hp 0009794 branchial 844 859 hp 0000365 hearing studies
HP:0002089	Pulmonary hypoplasia	2	1	 113 128 hp 0001562 oligohydramnios 136 152 hp 0000089 renal hypoplasia 136 165 hp 0008680 renal hypoplasia and agenesis 179 194 hp 0003811 died neonatally 198 218 hp 0002089 pulmonary hypoplasia 291 349 hp 0010827 immaturity of the middle ear cleft ossicles facial nerve 291 335 hp 0004452 immaturity of the middle ear cleft ossicles 291 379 hp 0000375 immaturity of the middle ear cleft ossicles facial nerve and canal and cochlear nerve 291 325 hp 0000370 immaturity of the middle ear cleft 467 483 hp 0000089 renal hypoplasia 546 572 hp 0000110 renal hypoplasia dysplasia 546 562 hp 0000089 renal hypoplasia 546 584 hp 0000104 renal hypoplasia dysplasia or agenesis 661 673 hp 0000077 renal defect 764 781 hp 0004467 preauricular pits 777 781 hp 0004467 pits 783 805 hp 0007925 lacrimal duct stenosis 811 829 hp 0009795 branchial fistulae 811 842 hp 0009796 branchial fistulae and or cysts 811 820 hp 0009794 branchial 844 859 hp 0000365 hearing studies
HP:0000104	Renal agenesis	2	9	 113 128 hp 0001562 oligohydramnios 136 152 hp 0000089 renal hypoplasia 136 165 hp 0008680 renal hypoplasia and agenesis 179 194 hp 0003811 died neonatally 198 218 hp 0002089 pulmonary hypoplasia 291 349 hp 0010827 immaturity of the middle ear cleft ossicles facial nerve 291 335 hp 0004452 immaturity of the middle ear cleft ossicles 291 379 hp 0000375 immaturity of the middle ear cleft ossicles facial nerve and canal and cochlear nerve 291 325 hp 0000370 immaturity of the middle ear cleft 467 483 hp 0000089 renal hypoplasia 546 572 hp 0000110 renal hypoplasia dysplasia 546 562 hp 0000089 renal hypoplasia 546 584 hp 0000104 renal hypoplasia dysplasia or agenesis 661 673 hp 0000077 renal defect 764 781 hp 0004467 preauricular pits 777 781 hp 0004467 pits 783 805 hp 0007925 lacrimal duct stenosis 811 829 hp 0009795 branchial fistulae 811 842 hp 0009796 branchial fistulae and or cysts 811 820 hp 0009794 branchial 844 859 hp 0000365 hearing studies
HP:0004467	Preauricular pit	2	9	 113 128 hp 0001562 oligohydramnios 136 152 hp 0000089 renal hypoplasia 136 165 hp 0008680 renal hypoplasia and agenesis 179 194 hp 0003811 died neonatally 198 218 hp 0002089 pulmonary hypoplasia 291 349 hp 0010827 immaturity of the middle ear cleft ossicles facial nerve 291 335 hp 0004452 immaturity of the middle ear cleft ossicles 291 379 hp 0000375 immaturity of the middle ear cleft ossicles facial nerve and canal and cochlear nerve 291 325 hp 0000370 immaturity of the middle ear cleft 467 483 hp 0000089 renal hypoplasia 546 572 hp 0000110 renal hypoplasia dysplasia 546 562 hp 0000089 renal hypoplasia 546 584 hp 0000104 renal hypoplasia dysplasia or agenesis 661 673 hp 0000077 renal defect 764 781 hp 0004467 preauricular pits 777 781 hp 0004467 pits 783 805 hp 0007925 lacrimal duct stenosis 811 829 hp 0009795 branchial fistulae 811 842 hp 0009796 branchial fistulae and or cysts 811 820 hp 0009794 branchial 844 859 hp 0000365 hearing studies
HP:0007678	Lacrimal duct stenosis	2	9	 113 128 hp 0001562 oligohydramnios 136 152 hp 0000089 renal hypoplasia 136 165 hp 0008680 renal hypoplasia and agenesis 179 194 hp 0003811 died neonatally 198 218 hp 0002089 pulmonary hypoplasia 291 349 hp 0010827 immaturity of the middle ear cleft ossicles facial nerve 291 335 hp 0004452 immaturity of the middle ear cleft ossicles 291 379 hp 0000375 immaturity of the middle ear cleft ossicles facial nerve and canal and cochlear nerve 291 325 hp 0000370 immaturity of the middle ear cleft 467 483 hp 0000089 renal hypoplasia 546 572 hp 0000110 renal hypoplasia dysplasia 546 562 hp 0000089 renal hypoplasia 546 584 hp 0000104 renal hypoplasia dysplasia or agenesis 661 673 hp 0000077 renal defect 764 781 hp 0004467 preauricular pits 777 781 hp 0004467 pits 783 805 hp 0007925 lacrimal duct stenosis 811 829 hp 0009795 branchial fistulae 811 842 hp 0009796 branchial fistulae and or cysts 811 820 hp 0009794 branchial 844 859 hp 0000365 hearing studies
HP:0008678	Renal hypoplasia/aplasia	2	9	 113 128 hp 0001562 oligohydramnios 136 152 hp 0000089 renal hypoplasia 136 165 hp 0008680 renal hypoplasia and agenesis 179 194 hp 0003811 died neonatally 198 218 hp 0002089 pulmonary hypoplasia 291 349 hp 0010827 immaturity of the middle ear cleft ossicles facial nerve 291 335 hp 0004452 immaturity of the middle ear cleft ossicles 291 379 hp 0000375 immaturity of the middle ear cleft ossicles facial nerve and canal and cochlear nerve 291 325 hp 0000370 immaturity of the middle ear cleft 467 483 hp 0000089 renal hypoplasia 546 572 hp 0000110 renal hypoplasia dysplasia 546 562 hp 0000089 renal hypoplasia 546 584 hp 0000104 renal hypoplasia dysplasia or agenesis 661 673 hp 0000077 renal defect 764 781 hp 0004467 preauricular pits 777 781 hp 0004467 pits 783 805 hp 0007925 lacrimal duct stenosis 811 829 hp 0009795 branchial fistulae 811 842 hp 0009796 branchial fistulae and or cysts 811 820 hp 0009794 branchial 844 859 hp 0000365 hearing studies
HP:0009796	Branchial cyst	2	9	 113 128 hp 0001562 oligohydramnios 136 152 hp 0000089 renal hypoplasia 136 165 hp 0008680 renal hypoplasia and agenesis 179 194 hp 0003811 died neonatally 198 218 hp 0002089 pulmonary hypoplasia 291 349 hp 0010827 immaturity of the middle ear cleft ossicles facial nerve 291 335 hp 0004452 immaturity of the middle ear cleft ossicles 291 379 hp 0000375 immaturity of the middle ear cleft ossicles facial nerve and canal and cochlear nerve 291 325 hp 0000370 immaturity of the middle ear cleft 467 483 hp 0000089 renal hypoplasia 546 572 hp 0000110 renal hypoplasia dysplasia 546 562 hp 0000089 renal hypoplasia 546 584 hp 0000104 renal hypoplasia dysplasia or agenesis 661 673 hp 0000077 renal defect 764 781 hp 0004467 preauricular pits 777 781 hp 0004467 pits 783 805 hp 0007925 lacrimal duct stenosis 811 829 hp 0009795 branchial fistulae 811 842 hp 0009796 branchial fistulae and or cysts 811 820 hp 0009794 branchial 844 859 hp 0000365 hearing studies
