HPO ID	Phenotype name	No. occurrences	Earliness (lower = earlier)	Example sentence
HP:0002671	Basal cell carcinoma	6	0	 42 58 hp 0002671 basal cell nevus 42 67 hp 0002671 basal cell nevus syndrome 292 317 hp 0005449 bridging of sella turcica 319 337 hp 0000242 biparietal bossing 339 375 hp 0000494 downward slanting palpebral fissures 377 397 hp 0000303 mandible prognathism 386 397 hp 0000303 prognathism 399 415 hp 0000767 pectus excavatum 417 436 hp 0001172 thumb abnormalities 438 457 hp 0003298 occult spina bifida 445 457 hp 0002414 spina bifida 468 492 hp 0001054 numerous basal cell nevi 477 492 hp 0002671 basal cell nevi 505 525 hp 0002671 basal cell carcinoma 1155 1173 hp 0006446 patellar dysplasia 1178 1203 hp 0000889 abnormal clavicular shape
HP:0003764	Nevus	5	0	 42 58 hp 0002671 basal cell nevus 42 67 hp 0002671 basal cell nevus syndrome 292 317 hp 0005449 bridging of sella turcica 319 337 hp 0000242 biparietal bossing 339 375 hp 0000494 downward slanting palpebral fissures 377 397 hp 0000303 mandible prognathism 386 397 hp 0000303 prognathism 399 415 hp 0000767 pectus excavatum 417 436 hp 0001172 thumb abnormalities 438 457 hp 0003298 occult spina bifida 445 457 hp 0002414 spina bifida 468 492 hp 0001054 numerous basal cell nevi 477 492 hp 0002671 basal cell nevi 505 525 hp 0002671 basal cell carcinoma 1155 1173 hp 0006446 patellar dysplasia 1178 1203 hp 0000889 abnormal clavicular shape
HP:0000303	Mandibular prognathia	3	0	 42 58 hp 0002671 basal cell nevus 42 67 hp 0002671 basal cell nevus syndrome 292 317 hp 0005449 bridging of sella turcica 319 337 hp 0000242 biparietal bossing 339 375 hp 0000494 downward slanting palpebral fissures 377 397 hp 0000303 mandible prognathism 386 397 hp 0000303 prognathism 399 415 hp 0000767 pectus excavatum 417 436 hp 0001172 thumb abnormalities 438 457 hp 0003298 occult spina bifida 445 457 hp 0002414 spina bifida 468 492 hp 0001054 numerous basal cell nevi 477 492 hp 0002671 basal cell nevi 505 525 hp 0002671 basal cell carcinoma 1155 1173 hp 0006446 patellar dysplasia 1178 1203 hp 0000889 abnormal clavicular shape
HP:0002414	Spina bifida	3	0	 42 58 hp 0002671 basal cell nevus 42 67 hp 0002671 basal cell nevus syndrome 292 317 hp 0005449 bridging of sella turcica 319 337 hp 0000242 biparietal bossing 339 375 hp 0000494 downward slanting palpebral fissures 377 397 hp 0000303 mandible prognathism 386 397 hp 0000303 prognathism 399 415 hp 0000767 pectus excavatum 417 436 hp 0001172 thumb abnormalities 438 457 hp 0003298 occult spina bifida 445 457 hp 0002414 spina bifida 468 492 hp 0001054 numerous basal cell nevi 477 492 hp 0002671 basal cell nevi 505 525 hp 0002671 basal cell carcinoma 1155 1173 hp 0006446 patellar dysplasia 1178 1203 hp 0000889 abnormal clavicular shape
HP:0000242	Parietal bossing	2	0	 42 58 hp 0002671 basal cell nevus 42 67 hp 0002671 basal cell nevus syndrome 292 317 hp 0005449 bridging of sella turcica 319 337 hp 0000242 biparietal bossing 339 375 hp 0000494 downward slanting palpebral fissures 377 397 hp 0000303 mandible prognathism 386 397 hp 0000303 prognathism 399 415 hp 0000767 pectus excavatum 417 436 hp 0001172 thumb abnormalities 438 457 hp 0003298 occult spina bifida 445 457 hp 0002414 spina bifida 468 492 hp 0001054 numerous basal cell nevi 477 492 hp 0002671 basal cell nevi 505 525 hp 0002671 basal cell carcinoma 1155 1173 hp 0006446 patellar dysplasia 1178 1203 hp 0000889 abnormal clavicular shape
HP:0000494	Downslanted palpebral fissures	2	0	 42 58 hp 0002671 basal cell nevus 42 67 hp 0002671 basal cell nevus syndrome 292 317 hp 0005449 bridging of sella turcica 319 337 hp 0000242 biparietal bossing 339 375 hp 0000494 downward slanting palpebral fissures 377 397 hp 0000303 mandible prognathism 386 397 hp 0000303 prognathism 399 415 hp 0000767 pectus excavatum 417 436 hp 0001172 thumb abnormalities 438 457 hp 0003298 occult spina bifida 445 457 hp 0002414 spina bifida 468 492 hp 0001054 numerous basal cell nevi 477 492 hp 0002671 basal cell nevi 505 525 hp 0002671 basal cell carcinoma 1155 1173 hp 0006446 patellar dysplasia 1178 1203 hp 0000889 abnormal clavicular shape
HP:0000767	Pectus excavatum	2	0	 42 58 hp 0002671 basal cell nevus 42 67 hp 0002671 basal cell nevus syndrome 292 317 hp 0005449 bridging of sella turcica 319 337 hp 0000242 biparietal bossing 339 375 hp 0000494 downward slanting palpebral fissures 377 397 hp 0000303 mandible prognathism 386 397 hp 0000303 prognathism 399 415 hp 0000767 pectus excavatum 417 436 hp 0001172 thumb abnormalities 438 457 hp 0003298 occult spina bifida 445 457 hp 0002414 spina bifida 468 492 hp 0001054 numerous basal cell nevi 477 492 hp 0002671 basal cell nevi 505 525 hp 0002671 basal cell carcinoma 1155 1173 hp 0006446 patellar dysplasia 1178 1203 hp 0000889 abnormal clavicular shape
HP:0001054	Numerous nevi	2	0	 42 58 hp 0002671 basal cell nevus 42 67 hp 0002671 basal cell nevus syndrome 292 317 hp 0005449 bridging of sella turcica 319 337 hp 0000242 biparietal bossing 339 375 hp 0000494 downward slanting palpebral fissures 377 397 hp 0000303 mandible prognathism 386 397 hp 0000303 prognathism 399 415 hp 0000767 pectus excavatum 417 436 hp 0001172 thumb abnormalities 438 457 hp 0003298 occult spina bifida 445 457 hp 0002414 spina bifida 468 492 hp 0001054 numerous basal cell nevi 477 492 hp 0002671 basal cell nevi 505 525 hp 0002671 basal cell carcinoma 1155 1173 hp 0006446 patellar dysplasia 1178 1203 hp 0000889 abnormal clavicular shape
HP:0001172	Abnormal thumb morphology	2	0	 42 58 hp 0002671 basal cell nevus 42 67 hp 0002671 basal cell nevus syndrome 292 317 hp 0005449 bridging of sella turcica 319 337 hp 0000242 biparietal bossing 339 375 hp 0000494 downward slanting palpebral fissures 377 397 hp 0000303 mandible prognathism 386 397 hp 0000303 prognathism 399 415 hp 0000767 pectus excavatum 417 436 hp 0001172 thumb abnormalities 438 457 hp 0003298 occult spina bifida 445 457 hp 0002414 spina bifida 468 492 hp 0001054 numerous basal cell nevi 477 492 hp 0002671 basal cell nevi 505 525 hp 0002671 basal cell carcinoma 1155 1173 hp 0006446 patellar dysplasia 1178 1203 hp 0000889 abnormal clavicular shape
HP:0030731	Carcinoma	2	0	 42 58 hp 0002671 basal cell nevus 42 67 hp 0002671 basal cell nevus syndrome 292 317 hp 0005449 bridging of sella turcica 319 337 hp 0000242 biparietal bossing 339 375 hp 0000494 downward slanting palpebral fissures 377 397 hp 0000303 mandible prognathism 386 397 hp 0000303 prognathism 399 415 hp 0000767 pectus excavatum 417 436 hp 0001172 thumb abnormalities 438 457 hp 0003298 occult spina bifida 445 457 hp 0002414 spina bifida 468 492 hp 0001054 numerous basal cell nevi 477 492 hp 0002671 basal cell nevi 505 525 hp 0002671 basal cell carcinoma 1155 1173 hp 0006446 patellar dysplasia 1178 1203 hp 0000889 abnormal clavicular shape
