HPO ID	Phenotype name	No. occurrences	Earliness (lower = earlier)	Example sentence
HP:0000365	Hearing impairment	3	0	 144 162 hp 0000410 mixed hearing loss 150 162 hp 0000365 hearing loss 170 204 hp 0000376 mondini type cochlear malformation 183 204 hp 0008554 cochlear malformation 209 224 hp 0000381 stapes fixation 230 259 hp 0000378 cup shaped anteverted pinnae 275 290 hp 0004467 prehelical pits 286 290 hp 0004467 pits 306 330 hp 0009795 branchial cleft fistulas 306 315 hp 0009794 branchial 306 321 hp 0009794 branchial cleft 322 330 hp 0009794 fistulas 340 365 hp 0012582 bilateral renal dysplasia 350 365 hp 0000110 renal dysplasia 370 404 hp 0004742 anomalies of the collecting system 447 476 hp 0007993 aplasia of the lacrimal ducts 542 566 hp 0009795 branchial cleft fistulas 542 551 hp 0009794 branchial 542 557 hp 0009794 branchial cleft 558 566 hp 0009794 fistulas 571 599 hp 0000113 bilateral polycystic kidneys 581 599 hp 0000113 polycystic kidneys 862 886 hp 0009794 branchial arch syndromes 862 871 hp 0009794 branchial
HP:0008554	Cochlear malformation	3	0	 144 162 hp 0000410 mixed hearing loss 150 162 hp 0000365 hearing loss 170 204 hp 0000376 mondini type cochlear malformation 183 204 hp 0008554 cochlear malformation 209 224 hp 0000381 stapes fixation 230 259 hp 0000378 cup shaped anteverted pinnae 275 290 hp 0004467 prehelical pits 286 290 hp 0004467 pits 306 330 hp 0009795 branchial cleft fistulas 306 315 hp 0009794 branchial 306 321 hp 0009794 branchial cleft 322 330 hp 0009794 fistulas 340 365 hp 0012582 bilateral renal dysplasia 350 365 hp 0000110 renal dysplasia 370 404 hp 0004742 anomalies of the collecting system 447 476 hp 0007993 aplasia of the lacrimal ducts 542 566 hp 0009795 branchial cleft fistulas 542 551 hp 0009794 branchial 542 557 hp 0009794 branchial cleft 558 566 hp 0009794 fistulas 571 599 hp 0000113 bilateral polycystic kidneys 581 599 hp 0000113 polycystic kidneys 862 886 hp 0009794 branchial arch syndromes 862 871 hp 0009794 branchial
HP:0000110	Renal dysplasia	3	1	 350 365 hp 0000110 renal dysplasia
HP:0000113	Polycystic kidney dysplasia	3	1	 581 599 hp 0000113 polycystic kidneys
HP:0009795	Branchial fistula	3	1	 306 330 hp 0009795 branchial cleft fistulas
HP:0000376	Incomplete partition of the cochlea type II	2	0	 144 162 hp 0000410 mixed hearing loss 150 162 hp 0000365 hearing loss 170 204 hp 0000376 mondini type cochlear malformation 183 204 hp 0008554 cochlear malformation 209 224 hp 0000381 stapes fixation 230 259 hp 0000378 cup shaped anteverted pinnae 275 290 hp 0004467 prehelical pits 286 290 hp 0004467 pits 306 330 hp 0009795 branchial cleft fistulas 306 315 hp 0009794 branchial 306 321 hp 0009794 branchial cleft 322 330 hp 0009794 fistulas 340 365 hp 0012582 bilateral renal dysplasia 350 365 hp 0000110 renal dysplasia 370 404 hp 0004742 anomalies of the collecting system 447 476 hp 0007993 aplasia of the lacrimal ducts 542 566 hp 0009795 branchial cleft fistulas 542 551 hp 0009794 branchial 542 557 hp 0009794 branchial cleft 558 566 hp 0009794 fistulas 571 599 hp 0000113 bilateral polycystic kidneys 581 599 hp 0000113 polycystic kidneys 862 886 hp 0009794 branchial arch syndromes 862 871 hp 0009794 branchial
HP:0000410	Mixed hearing impairment	2	0	 144 162 hp 0000410 mixed hearing loss 150 162 hp 0000365 hearing loss 170 204 hp 0000376 mondini type cochlear malformation 183 204 hp 0008554 cochlear malformation 209 224 hp 0000381 stapes fixation 230 259 hp 0000378 cup shaped anteverted pinnae 275 290 hp 0004467 prehelical pits 286 290 hp 0004467 pits 306 330 hp 0009795 branchial cleft fistulas 306 315 hp 0009794 branchial 306 321 hp 0009794 branchial cleft 322 330 hp 0009794 fistulas 340 365 hp 0012582 bilateral renal dysplasia 350 365 hp 0000110 renal dysplasia 370 404 hp 0004742 anomalies of the collecting system 447 476 hp 0007993 aplasia of the lacrimal ducts 542 566 hp 0009795 branchial cleft fistulas 542 551 hp 0009794 branchial 542 557 hp 0009794 branchial cleft 558 566 hp 0009794 fistulas 571 599 hp 0000113 bilateral polycystic kidneys 581 599 hp 0000113 polycystic kidneys 862 886 hp 0009794 branchial arch syndromes 862 871 hp 0009794 branchial
HP:0004742	Abnormality of the renal collecting system	2	1	 144 162 hp 0000410 mixed hearing loss 150 162 hp 0000365 hearing loss 170 204 hp 0000376 mondini type cochlear malformation 183 204 hp 0008554 cochlear malformation 209 224 hp 0000381 stapes fixation 230 259 hp 0000378 cup shaped anteverted pinnae 275 290 hp 0004467 prehelical pits 286 290 hp 0004467 pits 306 330 hp 0009795 branchial cleft fistulas 306 315 hp 0009794 branchial 306 321 hp 0009794 branchial cleft 322 330 hp 0009794 fistulas 340 365 hp 0012582 bilateral renal dysplasia 350 365 hp 0000110 renal dysplasia 370 404 hp 0004742 anomalies of the collecting system 447 476 hp 0007993 aplasia of the lacrimal ducts 542 566 hp 0009795 branchial cleft fistulas 542 551 hp 0009794 branchial 542 557 hp 0009794 branchial cleft 558 566 hp 0009794 fistulas 571 599 hp 0000113 bilateral polycystic kidneys 581 599 hp 0000113 polycystic kidneys 862 886 hp 0009794 branchial arch syndromes 862 871 hp 0009794 branchial
HP:0007925	Lacrimal duct aplasia	2	1	 144 162 hp 0000410 mixed hearing loss 150 162 hp 0000365 hearing loss 170 204 hp 0000376 mondini type cochlear malformation 183 204 hp 0008554 cochlear malformation 209 224 hp 0000381 stapes fixation 230 259 hp 0000378 cup shaped anteverted pinnae 275 290 hp 0004467 prehelical pits 286 290 hp 0004467 pits 306 330 hp 0009795 branchial cleft fistulas 306 315 hp 0009794 branchial 306 321 hp 0009794 branchial cleft 322 330 hp 0009794 fistulas 340 365 hp 0012582 bilateral renal dysplasia 350 365 hp 0000110 renal dysplasia 370 404 hp 0004742 anomalies of the collecting system 447 476 hp 0007993 aplasia of the lacrimal ducts 542 566 hp 0009795 branchial cleft fistulas 542 551 hp 0009794 branchial 542 557 hp 0009794 branchial cleft 558 566 hp 0009794 fistulas 571 599 hp 0000113 bilateral polycystic kidneys 581 599 hp 0000113 polycystic kidneys 862 886 hp 0009794 branchial arch syndromes 862 871 hp 0009794 branchial
HP:0012582	Bilateral renal dysplasia	2	1	 144 162 hp 0000410 mixed hearing loss 150 162 hp 0000365 hearing loss 170 204 hp 0000376 mondini type cochlear malformation 183 204 hp 0008554 cochlear malformation 209 224 hp 0000381 stapes fixation 230 259 hp 0000378 cup shaped anteverted pinnae 275 290 hp 0004467 prehelical pits 286 290 hp 0004467 pits 306 330 hp 0009795 branchial cleft fistulas 306 315 hp 0009794 branchial 306 321 hp 0009794 branchial cleft 322 330 hp 0009794 fistulas 340 365 hp 0012582 bilateral renal dysplasia 350 365 hp 0000110 renal dysplasia 370 404 hp 0004742 anomalies of the collecting system 447 476 hp 0007993 aplasia of the lacrimal ducts 542 566 hp 0009795 branchial cleft fistulas 542 551 hp 0009794 branchial 542 557 hp 0009794 branchial cleft 558 566 hp 0009794 fistulas 571 599 hp 0000113 bilateral polycystic kidneys 581 599 hp 0000113 polycystic kidneys 862 886 hp 0009794 branchial arch syndromes 862 871 hp 0009794 branchial
HP:0000077	Abnormality of the kidney	1	1	 144 162 hp 0000410 mixed hearing loss 150 162 hp 0000365 hearing loss 170 204 hp 0000376 mondini type cochlear malformation 183 204 hp 0008554 cochlear malformation 209 224 hp 0000381 stapes fixation 230 259 hp 0000378 cup shaped anteverted pinnae 275 290 hp 0004467 prehelical pits 286 290 hp 0004467 pits 306 330 hp 0009795 branchial cleft fistulas 306 315 hp 0009794 branchial 306 321 hp 0009794 branchial cleft 322 330 hp 0009794 fistulas 340 365 hp 0012582 bilateral renal dysplasia 350 365 hp 0000110 renal dysplasia 370 404 hp 0004742 anomalies of the collecting system 447 476 hp 0007993 aplasia of the lacrimal ducts 542 566 hp 0009795 branchial cleft fistulas 542 551 hp 0009794 branchial 542 557 hp 0009794 branchial cleft 558 566 hp 0009794 fistulas 571 599 hp 0000113 bilateral polycystic kidneys 581 599 hp 0000113 polycystic kidneys 862 886 hp 0009794 branchial arch syndromes 862 871 hp 0009794 branchial
