HPO ID	Phenotype name	No. occurrences	Earliness (lower = earlier)	Example sentence
HP:0001067	Neurofibromas	11	0	 41 58 hp 0006746 neurofibromatosis 92 109 hp 0006746 neurofibromatosis 156 173 hp 0006746 neurofibromatosis 179 196 hp 0006746 neurofibromatosis 211 247 hp 0009589 bilateral acoustic neurofibromatosis 230 247 hp 0006746 neurofibromatosis 378 395 hp 0006746 neurofibromatosis 452 469 hp 0006746 neurofibromatosis 536 565 hp 0100006 central nervous system tumors 544 565 hp 0004375 nervous system tumors 559 565 hp 0002664 tumors 592 619 hp 0009589 bilateral acoustic neuromas 602 619 hp 0009588 acoustic neuromas 631 639 hp 0002664 tumors 633 639 hp 0002664 tumors 707 734 hp 0009589 bilateral acoustic neuromas 717 734 hp 0009588 acoustic neuromas 736 747 hp 0002858 meningiomas 752 763 hp 0002888 ependymomas 791 805 hp 0003593 young patients 791 796 hp 0003593 young 842 859 hp 0009588 acoustic neuromas 888 926 hp 0002514 intracranial nontumoral calcifications 1067 1084 hp 0006746 neurofibromatosis 1163 1180 hp 0006746 neurofibromatosis 1380 1399 hp 0100006 intracranial tumors 1393 1399 hp 0002664 tumors
HP:0002664	Neoplasm	8	0	 41 58 hp 0006746 neurofibromatosis 92 109 hp 0006746 neurofibromatosis 156 173 hp 0006746 neurofibromatosis 179 196 hp 0006746 neurofibromatosis 211 247 hp 0009589 bilateral acoustic neurofibromatosis 230 247 hp 0006746 neurofibromatosis 378 395 hp 0006746 neurofibromatosis 452 469 hp 0006746 neurofibromatosis 536 565 hp 0100006 central nervous system tumors 544 565 hp 0004375 nervous system tumors 559 565 hp 0002664 tumors 592 619 hp 0009589 bilateral acoustic neuromas 602 619 hp 0009588 acoustic neuromas 631 639 hp 0002664 tumors 633 639 hp 0002664 tumors 707 734 hp 0009589 bilateral acoustic neuromas 717 734 hp 0009588 acoustic neuromas 736 747 hp 0002858 meningiomas 752 763 hp 0002888 ependymomas 791 805 hp 0003593 young patients 791 796 hp 0003593 young 842 859 hp 0009588 acoustic neuromas 888 926 hp 0002514 intracranial nontumoral calcifications 1067 1084 hp 0006746 neurofibromatosis 1163 1180 hp 0006746 neurofibromatosis 1380 1399 hp 0100006 intracranial tumors 1393 1399 hp 0002664 tumors
HP:0009588	Vestibular Schwannoma	6	0	 41 58 hp 0006746 neurofibromatosis 92 109 hp 0006746 neurofibromatosis 156 173 hp 0006746 neurofibromatosis 179 196 hp 0006746 neurofibromatosis 211 247 hp 0009589 bilateral acoustic neurofibromatosis 230 247 hp 0006746 neurofibromatosis 378 395 hp 0006746 neurofibromatosis 452 469 hp 0006746 neurofibromatosis 536 565 hp 0100006 central nervous system tumors 544 565 hp 0004375 nervous system tumors 559 565 hp 0002664 tumors 592 619 hp 0009589 bilateral acoustic neuromas 602 619 hp 0009588 acoustic neuromas 631 639 hp 0002664 tumors 633 639 hp 0002664 tumors 707 734 hp 0009589 bilateral acoustic neuromas 717 734 hp 0009588 acoustic neuromas 736 747 hp 0002858 meningiomas 752 763 hp 0002888 ependymomas 791 805 hp 0003593 young patients 791 796 hp 0003593 young 842 859 hp 0009588 acoustic neuromas 888 926 hp 0002514 intracranial nontumoral calcifications 1067 1084 hp 0006746 neurofibromatosis 1163 1180 hp 0006746 neurofibromatosis 1380 1399 hp 0100006 intracranial tumors 1393 1399 hp 0002664 tumors
HP:0030430	Neuroma	6	0	 41 58 hp 0006746 neurofibromatosis 92 109 hp 0006746 neurofibromatosis 156 173 hp 0006746 neurofibromatosis 179 196 hp 0006746 neurofibromatosis 211 247 hp 0009589 bilateral acoustic neurofibromatosis 230 247 hp 0006746 neurofibromatosis 378 395 hp 0006746 neurofibromatosis 452 469 hp 0006746 neurofibromatosis 536 565 hp 0100006 central nervous system tumors 544 565 hp 0004375 nervous system tumors 559 565 hp 0002664 tumors 592 619 hp 0009589 bilateral acoustic neuromas 602 619 hp 0009588 acoustic neuromas 631 639 hp 0002664 tumors 633 639 hp 0002664 tumors 707 734 hp 0009589 bilateral acoustic neuromas 717 734 hp 0009588 acoustic neuromas 736 747 hp 0002858 meningiomas 752 763 hp 0002888 ependymomas 791 805 hp 0003593 young patients 791 796 hp 0003593 young 842 859 hp 0009588 acoustic neuromas 888 926 hp 0002514 intracranial nontumoral calcifications 1067 1084 hp 0006746 neurofibromatosis 1163 1180 hp 0006746 neurofibromatosis 1380 1399 hp 0100006 intracranial tumors 1393 1399 hp 0002664 tumors
HP:0004375	Neoplasm of the nervous system	3	0	 41 58 hp 0006746 neurofibromatosis 92 109 hp 0006746 neurofibromatosis 156 173 hp 0006746 neurofibromatosis 179 196 hp 0006746 neurofibromatosis 211 247 hp 0009589 bilateral acoustic neurofibromatosis 230 247 hp 0006746 neurofibromatosis 378 395 hp 0006746 neurofibromatosis 452 469 hp 0006746 neurofibromatosis 536 565 hp 0100006 central nervous system tumors 544 565 hp 0004375 nervous system tumors 559 565 hp 0002664 tumors 592 619 hp 0009589 bilateral acoustic neuromas 602 619 hp 0009588 acoustic neuromas 631 639 hp 0002664 tumors 633 639 hp 0002664 tumors 707 734 hp 0009589 bilateral acoustic neuromas 717 734 hp 0009588 acoustic neuromas 736 747 hp 0002858 meningiomas 752 763 hp 0002888 ependymomas 791 805 hp 0003593 young patients 791 796 hp 0003593 young 842 859 hp 0009588 acoustic neuromas 888 926 hp 0002514 intracranial nontumoral calcifications 1067 1084 hp 0006746 neurofibromatosis 1163 1180 hp 0006746 neurofibromatosis 1380 1399 hp 0100006 intracranial tumors 1393 1399 hp 0002664 tumors
HP:0009589	Bilateral vestibular Schwannoma	3	0	 41 58 hp 0006746 neurofibromatosis 92 109 hp 0006746 neurofibromatosis 156 173 hp 0006746 neurofibromatosis 179 196 hp 0006746 neurofibromatosis 211 247 hp 0009589 bilateral acoustic neurofibromatosis 230 247 hp 0006746 neurofibromatosis 378 395 hp 0006746 neurofibromatosis 452 469 hp 0006746 neurofibromatosis 536 565 hp 0100006 central nervous system tumors 544 565 hp 0004375 nervous system tumors 559 565 hp 0002664 tumors 592 619 hp 0009589 bilateral acoustic neuromas 602 619 hp 0009588 acoustic neuromas 631 639 hp 0002664 tumors 633 639 hp 0002664 tumors 707 734 hp 0009589 bilateral acoustic neuromas 717 734 hp 0009588 acoustic neuromas 736 747 hp 0002858 meningiomas 752 763 hp 0002888 ependymomas 791 805 hp 0003593 young patients 791 796 hp 0003593 young 842 859 hp 0009588 acoustic neuromas 888 926 hp 0002514 intracranial nontumoral calcifications 1067 1084 hp 0006746 neurofibromatosis 1163 1180 hp 0006746 neurofibromatosis 1380 1399 hp 0100006 intracranial tumors 1393 1399 hp 0002664 tumors
HP:0002514	Cerebral calcification	2	0	 41 58 hp 0006746 neurofibromatosis 92 109 hp 0006746 neurofibromatosis 156 173 hp 0006746 neurofibromatosis 179 196 hp 0006746 neurofibromatosis 211 247 hp 0009589 bilateral acoustic neurofibromatosis 230 247 hp 0006746 neurofibromatosis 378 395 hp 0006746 neurofibromatosis 452 469 hp 0006746 neurofibromatosis 536 565 hp 0100006 central nervous system tumors 544 565 hp 0004375 nervous system tumors 559 565 hp 0002664 tumors 592 619 hp 0009589 bilateral acoustic neuromas 602 619 hp 0009588 acoustic neuromas 631 639 hp 0002664 tumors 633 639 hp 0002664 tumors 707 734 hp 0009589 bilateral acoustic neuromas 717 734 hp 0009588 acoustic neuromas 736 747 hp 0002858 meningiomas 752 763 hp 0002888 ependymomas 791 805 hp 0003593 young patients 791 796 hp 0003593 young 842 859 hp 0009588 acoustic neuromas 888 926 hp 0002514 intracranial nontumoral calcifications 1067 1084 hp 0006746 neurofibromatosis 1163 1180 hp 0006746 neurofibromatosis 1380 1399 hp 0100006 intracranial tumors 1393 1399 hp 0002664 tumors
HP:0002858	Meningioma	2	0	 41 58 hp 0006746 neurofibromatosis 92 109 hp 0006746 neurofibromatosis 156 173 hp 0006746 neurofibromatosis 179 196 hp 0006746 neurofibromatosis 211 247 hp 0009589 bilateral acoustic neurofibromatosis 230 247 hp 0006746 neurofibromatosis 378 395 hp 0006746 neurofibromatosis 452 469 hp 0006746 neurofibromatosis 536 565 hp 0100006 central nervous system tumors 544 565 hp 0004375 nervous system tumors 559 565 hp 0002664 tumors 592 619 hp 0009589 bilateral acoustic neuromas 602 619 hp 0009588 acoustic neuromas 631 639 hp 0002664 tumors 633 639 hp 0002664 tumors 707 734 hp 0009589 bilateral acoustic neuromas 717 734 hp 0009588 acoustic neuromas 736 747 hp 0002858 meningiomas 752 763 hp 0002888 ependymomas 791 805 hp 0003593 young patients 791 796 hp 0003593 young 842 859 hp 0009588 acoustic neuromas 888 926 hp 0002514 intracranial nontumoral calcifications 1067 1084 hp 0006746 neurofibromatosis 1163 1180 hp 0006746 neurofibromatosis 1380 1399 hp 0100006 intracranial tumors 1393 1399 hp 0002664 tumors
HP:0002888	Ependymoma	2	0	 41 58 hp 0006746 neurofibromatosis 92 109 hp 0006746 neurofibromatosis 156 173 hp 0006746 neurofibromatosis 179 196 hp 0006746 neurofibromatosis 211 247 hp 0009589 bilateral acoustic neurofibromatosis 230 247 hp 0006746 neurofibromatosis 378 395 hp 0006746 neurofibromatosis 452 469 hp 0006746 neurofibromatosis 536 565 hp 0100006 central nervous system tumors 544 565 hp 0004375 nervous system tumors 559 565 hp 0002664 tumors 592 619 hp 0009589 bilateral acoustic neuromas 602 619 hp 0009588 acoustic neuromas 631 639 hp 0002664 tumors 633 639 hp 0002664 tumors 707 734 hp 0009589 bilateral acoustic neuromas 717 734 hp 0009588 acoustic neuromas 736 747 hp 0002858 meningiomas 752 763 hp 0002888 ependymomas 791 805 hp 0003593 young patients 791 796 hp 0003593 young 842 859 hp 0009588 acoustic neuromas 888 926 hp 0002514 intracranial nontumoral calcifications 1067 1084 hp 0006746 neurofibromatosis 1163 1180 hp 0006746 neurofibromatosis 1380 1399 hp 0100006 intracranial tumors 1393 1399 hp 0002664 tumors
HP:0100006	Neoplasm of the central nervous system	2	0	 41 58 hp 0006746 neurofibromatosis 92 109 hp 0006746 neurofibromatosis 156 173 hp 0006746 neurofibromatosis 179 196 hp 0006746 neurofibromatosis 211 247 hp 0009589 bilateral acoustic neurofibromatosis 230 247 hp 0006746 neurofibromatosis 378 395 hp 0006746 neurofibromatosis 452 469 hp 0006746 neurofibromatosis 536 565 hp 0100006 central nervous system tumors 544 565 hp 0004375 nervous system tumors 559 565 hp 0002664 tumors 592 619 hp 0009589 bilateral acoustic neuromas 602 619 hp 0009588 acoustic neuromas 631 639 hp 0002664 tumors 633 639 hp 0002664 tumors 707 734 hp 0009589 bilateral acoustic neuromas 717 734 hp 0009588 acoustic neuromas 736 747 hp 0002858 meningiomas 752 763 hp 0002888 ependymomas 791 805 hp 0003593 young patients 791 796 hp 0003593 young 842 859 hp 0009588 acoustic neuromas 888 926 hp 0002514 intracranial nontumoral calcifications 1067 1084 hp 0006746 neurofibromatosis 1163 1180 hp 0006746 neurofibromatosis 1380 1399 hp 0100006 intracranial tumors 1393 1399 hp 0002664 tumors
