HPO ID	Phenotype name	No. occurrences	Earliness (lower = earlier)	Example sentence
HP:0001144	Orbital cyst	4	0	 14 35 hp 0000478 ocular manifestations 161 174 hp 0001144 fundus lesion 225 250 hp 0001144 left orbital dermoid cyst 274 289 hp 0009794 branchial cleft 274 297 hp 0009795 branchial cleft fistula 274 283 hp 0009794 branchial 472 500 hp 0000525 iris pigment epithelial cyst 584 607 hp 0009594 hamartoma of the retina 612 637 hp 0008051 retina pigment epithelium 680 735 hp 0002260 craniofacial auricular oral and ophthalmic anomalies 694 735 hp 0000598 auricular oral and ophthalmic anomalies 705 735 hp 0000153 oral and ophthalmic anomalies 715 735 hp 0000478 ophthalmic anomalies 790 810 hp 0000521 lacrimal sac fistula 812 832 hp 0001144 orbital dermoid cyst 834 862 hp 0000525 iris pigment epithelial cyst 877 900 hp 0009594 hamartoma of the retina 905 931 hp 0008051 retinal pigment epithelium
HP:0010566	Hamartoma	4	0	 14 35 hp 0000478 ocular manifestations 161 174 hp 0001144 fundus lesion 225 250 hp 0001144 left orbital dermoid cyst 274 289 hp 0009794 branchial cleft 274 297 hp 0009795 branchial cleft fistula 274 283 hp 0009794 branchial 472 500 hp 0000525 iris pigment epithelial cyst 584 607 hp 0009594 hamartoma of the retina 612 637 hp 0008051 retina pigment epithelium 680 735 hp 0002260 craniofacial auricular oral and ophthalmic anomalies 694 735 hp 0000598 auricular oral and ophthalmic anomalies 705 735 hp 0000153 oral and ophthalmic anomalies 715 735 hp 0000478 ophthalmic anomalies 790 810 hp 0000521 lacrimal sac fistula 812 832 hp 0001144 orbital dermoid cyst 834 862 hp 0000525 iris pigment epithelial cyst 877 900 hp 0009594 hamartoma of the retina 905 931 hp 0008051 retinal pigment epithelium
HP:0011523	Iris cyst	4	0	 14 35 hp 0000478 ocular manifestations 161 174 hp 0001144 fundus lesion 225 250 hp 0001144 left orbital dermoid cyst 274 289 hp 0009794 branchial cleft 274 297 hp 0009795 branchial cleft fistula 274 283 hp 0009794 branchial 472 500 hp 0000525 iris pigment epithelial cyst 584 607 hp 0009594 hamartoma of the retina 612 637 hp 0008051 retina pigment epithelium 680 735 hp 0002260 craniofacial auricular oral and ophthalmic anomalies 694 735 hp 0000598 auricular oral and ophthalmic anomalies 705 735 hp 0000153 oral and ophthalmic anomalies 715 735 hp 0000478 ophthalmic anomalies 790 810 hp 0000521 lacrimal sac fistula 812 832 hp 0001144 orbital dermoid cyst 834 862 hp 0000525 iris pigment epithelial cyst 877 900 hp 0009594 hamartoma of the retina 905 931 hp 0008051 retinal pigment epithelium
HP:0025247	Dermoid cyst	4	0	 14 35 hp 0000478 ocular manifestations 161 174 hp 0001144 fundus lesion 225 250 hp 0001144 left orbital dermoid cyst 274 289 hp 0009794 branchial cleft 274 297 hp 0009795 branchial cleft fistula 274 283 hp 0009794 branchial 472 500 hp 0000525 iris pigment epithelial cyst 584 607 hp 0009594 hamartoma of the retina 612 637 hp 0008051 retina pigment epithelium 680 735 hp 0002260 craniofacial auricular oral and ophthalmic anomalies 694 735 hp 0000598 auricular oral and ophthalmic anomalies 705 735 hp 0000153 oral and ophthalmic anomalies 715 735 hp 0000478 ophthalmic anomalies 790 810 hp 0000521 lacrimal sac fistula 812 832 hp 0001144 orbital dermoid cyst 834 862 hp 0000525 iris pigment epithelial cyst 877 900 hp 0009594 hamartoma of the retina 905 931 hp 0008051 retinal pigment epithelium
HP:0009795	Branchial fistula	2	0	 14 35 hp 0000478 ocular manifestations 161 174 hp 0001144 fundus lesion 225 250 hp 0001144 left orbital dermoid cyst 274 289 hp 0009794 branchial cleft 274 297 hp 0009795 branchial cleft fistula 274 283 hp 0009794 branchial 472 500 hp 0000525 iris pigment epithelial cyst 584 607 hp 0009594 hamartoma of the retina 612 637 hp 0008051 retina pigment epithelium 680 735 hp 0002260 craniofacial auricular oral and ophthalmic anomalies 694 735 hp 0000598 auricular oral and ophthalmic anomalies 705 735 hp 0000153 oral and ophthalmic anomalies 715 735 hp 0000478 ophthalmic anomalies 790 810 hp 0000521 lacrimal sac fistula 812 832 hp 0001144 orbital dermoid cyst 834 862 hp 0000525 iris pigment epithelial cyst 877 900 hp 0009594 hamartoma of the retina 905 931 hp 0008051 retinal pigment epithelium
HP:0009796	Branchial cyst	1	0	 14 35 hp 0000478 ocular manifestations 161 174 hp 0001144 fundus lesion 225 250 hp 0001144 left orbital dermoid cyst 274 289 hp 0009794 branchial cleft 274 297 hp 0009795 branchial cleft fistula 274 283 hp 0009794 branchial 472 500 hp 0000525 iris pigment epithelial cyst 584 607 hp 0009594 hamartoma of the retina 612 637 hp 0008051 retina pigment epithelium 680 735 hp 0002260 craniofacial auricular oral and ophthalmic anomalies 694 735 hp 0000598 auricular oral and ophthalmic anomalies 705 735 hp 0000153 oral and ophthalmic anomalies 715 735 hp 0000478 ophthalmic anomalies 790 810 hp 0000521 lacrimal sac fistula 812 832 hp 0001144 orbital dermoid cyst 834 862 hp 0000525 iris pigment epithelial cyst 877 900 hp 0009594 hamartoma of the retina 905 931 hp 0008051 retinal pigment epithelium
HP:0031574	Orbital cleft	1	0	 14 35 hp 0000478 ocular manifestations 161 174 hp 0001144 fundus lesion 225 250 hp 0001144 left orbital dermoid cyst 274 289 hp 0009794 branchial cleft 274 297 hp 0009795 branchial cleft fistula 274 283 hp 0009794 branchial 472 500 hp 0000525 iris pigment epithelial cyst 584 607 hp 0009594 hamartoma of the retina 612 637 hp 0008051 retina pigment epithelium 680 735 hp 0002260 craniofacial auricular oral and ophthalmic anomalies 694 735 hp 0000598 auricular oral and ophthalmic anomalies 705 735 hp 0000153 oral and ophthalmic anomalies 715 735 hp 0000478 ophthalmic anomalies 790 810 hp 0000521 lacrimal sac fistula 812 832 hp 0001144 orbital dermoid cyst 834 862 hp 0000525 iris pigment epithelial cyst 877 900 hp 0009594 hamartoma of the retina 905 931 hp 0008051 retinal pigment epithelium
HP:0000479	Abnormal retinal morphology	1	9	 14 35 hp 0000478 ocular manifestations 161 174 hp 0001144 fundus lesion 225 250 hp 0001144 left orbital dermoid cyst 274 289 hp 0009794 branchial cleft 274 297 hp 0009795 branchial cleft fistula 274 283 hp 0009794 branchial 472 500 hp 0000525 iris pigment epithelial cyst 584 607 hp 0009594 hamartoma of the retina 612 637 hp 0008051 retina pigment epithelium 680 735 hp 0002260 craniofacial auricular oral and ophthalmic anomalies 694 735 hp 0000598 auricular oral and ophthalmic anomalies 705 735 hp 0000153 oral and ophthalmic anomalies 715 735 hp 0000478 ophthalmic anomalies 790 810 hp 0000521 lacrimal sac fistula 812 832 hp 0001144 orbital dermoid cyst 834 862 hp 0000525 iris pigment epithelial cyst 877 900 hp 0009594 hamartoma of the retina 905 931 hp 0008051 retinal pigment epithelium
HP:0000525	Abnormality iris morphology	1	9	 14 35 hp 0000478 ocular manifestations 161 174 hp 0001144 fundus lesion 225 250 hp 0001144 left orbital dermoid cyst 274 289 hp 0009794 branchial cleft 274 297 hp 0009795 branchial cleft fistula 274 283 hp 0009794 branchial 472 500 hp 0000525 iris pigment epithelial cyst 584 607 hp 0009594 hamartoma of the retina 612 637 hp 0008051 retina pigment epithelium 680 735 hp 0002260 craniofacial auricular oral and ophthalmic anomalies 694 735 hp 0000598 auricular oral and ophthalmic anomalies 705 735 hp 0000153 oral and ophthalmic anomalies 715 735 hp 0000478 ophthalmic anomalies 790 810 hp 0000521 lacrimal sac fistula 812 832 hp 0001144 orbital dermoid cyst 834 862 hp 0000525 iris pigment epithelial cyst 877 900 hp 0009594 hamartoma of the retina 905 931 hp 0008051 retinal pigment epithelium
HP:0007703	Abnormality of retinal pigmentation	1	9	 14 35 hp 0000478 ocular manifestations 161 174 hp 0001144 fundus lesion 225 250 hp 0001144 left orbital dermoid cyst 274 289 hp 0009794 branchial cleft 274 297 hp 0009795 branchial cleft fistula 274 283 hp 0009794 branchial 472 500 hp 0000525 iris pigment epithelial cyst 584 607 hp 0009594 hamartoma of the retina 612 637 hp 0008051 retina pigment epithelium 680 735 hp 0002260 craniofacial auricular oral and ophthalmic anomalies 694 735 hp 0000598 auricular oral and ophthalmic anomalies 705 735 hp 0000153 oral and ophthalmic anomalies 715 735 hp 0000478 ophthalmic anomalies 790 810 hp 0000521 lacrimal sac fistula 812 832 hp 0001144 orbital dermoid cyst 834 862 hp 0000525 iris pigment epithelial cyst 877 900 hp 0009594 hamartoma of the retina 905 931 hp 0008051 retinal pigment epithelium
