HPO ID	Phenotype name	No. occurrences	Earliness (lower = earlier)	Example sentence
HP:0000303	Mandibular prognathia	3	0	 333 351 hp 0000749 bursts of laughter 353 370 hp 0100024 happy disposition 372 393 hp 0000752 hyperactive behaviour 395 407 hp 0000252 microcephaly 409 422 hp 0000248 brachycephaly 424 435 hp 0000181 macrostomia 437 454 hp 0010808 tongue protrusion 456 478 hp 0000303 mandibular prognathism 467 478 hp 0000303 prognathism 480 499 hp 0000687 widely spaced teeth 511 531 hp 0100022 puppetlike movements 550 565 hp 0002136 wide based gait 578 596 hp 0001249 mental retardation 585 596 hp 0001249 retardation 610 627 hp 0001617 absence of speech 661 681 hp 0003576 diagnosis in infants 915 941 hp 0000708 behavioral characteristics 1010 1019 hp 0002650 scoliosis
HP:0000154	Wide mouth	2	0	 333 351 hp 0000749 bursts of laughter 353 370 hp 0100024 happy disposition 372 393 hp 0000752 hyperactive behaviour 395 407 hp 0000252 microcephaly 409 422 hp 0000248 brachycephaly 424 435 hp 0000181 macrostomia 437 454 hp 0010808 tongue protrusion 456 478 hp 0000303 mandibular prognathism 467 478 hp 0000303 prognathism 480 499 hp 0000687 widely spaced teeth 511 531 hp 0100022 puppetlike movements 550 565 hp 0002136 wide based gait 578 596 hp 0001249 mental retardation 585 596 hp 0001249 retardation 610 627 hp 0001617 absence of speech 661 681 hp 0003576 diagnosis in infants 915 941 hp 0000708 behavioral characteristics 1010 1019 hp 0002650 scoliosis
HP:0000248	Brachycephaly	2	0	 333 351 hp 0000749 bursts of laughter 353 370 hp 0100024 happy disposition 372 393 hp 0000752 hyperactive behaviour 395 407 hp 0000252 microcephaly 409 422 hp 0000248 brachycephaly 424 435 hp 0000181 macrostomia 437 454 hp 0010808 tongue protrusion 456 478 hp 0000303 mandibular prognathism 467 478 hp 0000303 prognathism 480 499 hp 0000687 widely spaced teeth 511 531 hp 0100022 puppetlike movements 550 565 hp 0002136 wide based gait 578 596 hp 0001249 mental retardation 585 596 hp 0001249 retardation 610 627 hp 0001617 absence of speech 661 681 hp 0003576 diagnosis in infants 915 941 hp 0000708 behavioral characteristics 1010 1019 hp 0002650 scoliosis
HP:0000252	Microcephaly	2	0	 333 351 hp 0000749 bursts of laughter 353 370 hp 0100024 happy disposition 372 393 hp 0000752 hyperactive behaviour 395 407 hp 0000252 microcephaly 409 422 hp 0000248 brachycephaly 424 435 hp 0000181 macrostomia 437 454 hp 0010808 tongue protrusion 456 478 hp 0000303 mandibular prognathism 467 478 hp 0000303 prognathism 480 499 hp 0000687 widely spaced teeth 511 531 hp 0100022 puppetlike movements 550 565 hp 0002136 wide based gait 578 596 hp 0001249 mental retardation 585 596 hp 0001249 retardation 610 627 hp 0001617 absence of speech 661 681 hp 0003576 diagnosis in infants 915 941 hp 0000708 behavioral characteristics 1010 1019 hp 0002650 scoliosis
HP:0000687	Widely spaced teeth	2	0	 333 351 hp 0000749 bursts of laughter 353 370 hp 0100024 happy disposition 372 393 hp 0000752 hyperactive behaviour 395 407 hp 0000252 microcephaly 409 422 hp 0000248 brachycephaly 424 435 hp 0000181 macrostomia 437 454 hp 0010808 tongue protrusion 456 478 hp 0000303 mandibular prognathism 467 478 hp 0000303 prognathism 480 499 hp 0000687 widely spaced teeth 511 531 hp 0100022 puppetlike movements 550 565 hp 0002136 wide based gait 578 596 hp 0001249 mental retardation 585 596 hp 0001249 retardation 610 627 hp 0001617 absence of speech 661 681 hp 0003576 diagnosis in infants 915 941 hp 0000708 behavioral characteristics 1010 1019 hp 0002650 scoliosis
HP:0001249	Intellectual disability	2	0	 333 351 hp 0000749 bursts of laughter 353 370 hp 0100024 happy disposition 372 393 hp 0000752 hyperactive behaviour 395 407 hp 0000252 microcephaly 409 422 hp 0000248 brachycephaly 424 435 hp 0000181 macrostomia 437 454 hp 0010808 tongue protrusion 456 478 hp 0000303 mandibular prognathism 467 478 hp 0000303 prognathism 480 499 hp 0000687 widely spaced teeth 511 531 hp 0100022 puppetlike movements 550 565 hp 0002136 wide based gait 578 596 hp 0001249 mental retardation 585 596 hp 0001249 retardation 610 627 hp 0001617 absence of speech 661 681 hp 0003576 diagnosis in infants 915 941 hp 0000708 behavioral characteristics 1010 1019 hp 0002650 scoliosis
HP:0002136	Broad-based gait	2	0	 333 351 hp 0000749 bursts of laughter 353 370 hp 0100024 happy disposition 372 393 hp 0000752 hyperactive behaviour 395 407 hp 0000252 microcephaly 409 422 hp 0000248 brachycephaly 424 435 hp 0000181 macrostomia 437 454 hp 0010808 tongue protrusion 456 478 hp 0000303 mandibular prognathism 467 478 hp 0000303 prognathism 480 499 hp 0000687 widely spaced teeth 511 531 hp 0100022 puppetlike movements 550 565 hp 0002136 wide based gait 578 596 hp 0001249 mental retardation 585 596 hp 0001249 retardation 610 627 hp 0001617 absence of speech 661 681 hp 0003576 diagnosis in infants 915 941 hp 0000708 behavioral characteristics 1010 1019 hp 0002650 scoliosis
HP:0002650	Scoliosis	2	0	 333 351 hp 0000749 bursts of laughter 353 370 hp 0100024 happy disposition 372 393 hp 0000752 hyperactive behaviour 395 407 hp 0000252 microcephaly 409 422 hp 0000248 brachycephaly 424 435 hp 0000181 macrostomia 437 454 hp 0010808 tongue protrusion 456 478 hp 0000303 mandibular prognathism 467 478 hp 0000303 prognathism 480 499 hp 0000687 widely spaced teeth 511 531 hp 0100022 puppetlike movements 550 565 hp 0002136 wide based gait 578 596 hp 0001249 mental retardation 585 596 hp 0001249 retardation 610 627 hp 0001617 absence of speech 661 681 hp 0003576 diagnosis in infants 915 941 hp 0000708 behavioral characteristics 1010 1019 hp 0002650 scoliosis
HP:0010808	Protruding tongue	2	0	 333 351 hp 0000749 bursts of laughter 353 370 hp 0100024 happy disposition 372 393 hp 0000752 hyperactive behaviour 395 407 hp 0000252 microcephaly 409 422 hp 0000248 brachycephaly 424 435 hp 0000181 macrostomia 437 454 hp 0010808 tongue protrusion 456 478 hp 0000303 mandibular prognathism 467 478 hp 0000303 prognathism 480 499 hp 0000687 widely spaced teeth 511 531 hp 0100022 puppetlike movements 550 565 hp 0002136 wide based gait 578 596 hp 0001249 mental retardation 585 596 hp 0001249 retardation 610 627 hp 0001617 absence of speech 661 681 hp 0003576 diagnosis in infants 915 941 hp 0000708 behavioral characteristics 1010 1019 hp 0002650 scoliosis
HP:0011451	Congenital microcephaly	2	0	 333 351 hp 0000749 bursts of laughter 353 370 hp 0100024 happy disposition 372 393 hp 0000752 hyperactive behaviour 395 407 hp 0000252 microcephaly 409 422 hp 0000248 brachycephaly 424 435 hp 0000181 macrostomia 437 454 hp 0010808 tongue protrusion 456 478 hp 0000303 mandibular prognathism 467 478 hp 0000303 prognathism 480 499 hp 0000687 widely spaced teeth 511 531 hp 0100022 puppetlike movements 550 565 hp 0002136 wide based gait 578 596 hp 0001249 mental retardation 585 596 hp 0001249 retardation 610 627 hp 0001617 absence of speech 661 681 hp 0003576 diagnosis in infants 915 941 hp 0000708 behavioral characteristics 1010 1019 hp 0002650 scoliosis
