HPO,UMLS
0030374,C4072913
0030375,C4072914
0030376,C4072915
0030377,C4072916
0030378,C4072917
0030379,C4072918
0030380,C4072919
0030381,C4072920
0030383,C4072921
0030384,C4072922
0030385,C4072923
0030386,C4072924
0030387,C4073288
0030388,C4072925
0030389,C4072926
0030390,C4072927
0030391,C4072928
0030392,C0431109
0030393,C2348239
0030394,C0238122
0030396,C4072929
0030397,C4072930
0030398,C4072931
0030399,C4072932
0030400,C4072933
0030401,C4072934
0030402,C0541767
0030403,C1868263
0030404,C0017689
0030405,C0242363
0030406,C1514428
0030407,C0917890
0030408,C0205898
0030409,C1319314
0030410,C0206684
0030411,C4072935
0030412,C4072936
0030413,C0349566
0030414,C4072937
0030415,C2018408
0030416,C0042995
0030417,C0280856
0030418,C0241989
0030419,C0349561
0030420,C1336975
0030421,C0346239
0030422,NA
0030423,C0272407
0030424,C0037859
0030425,C4072939
0030426,C0206640
0030427,C4072940
0030428,C1333178
0030429,C1367536
0030430,C0027858
0030431,C0029423
0030432,C0008441
0030433,C0029441
0030434,C0206711
0030436,C0346011
0030437,C0345883
0030438,C1332262
0030439,C1332259
0030440,C2064234
0030441,C1332270
0030442,C1412037
0030443,C1332269
0030444,C4072941
0030445,C0280089
0030446,C4072942
0030447,C0007129
0030448,C1261473
0030449,C0000820
0030450,C4072943
0030451,C0025467
0030452,C4072944
0030453,C4072945
0030454,C0159104
0030455,C4072946
0030456,C4072947
0030457,C4072948
0030458,C4072949
0030460,C4072950
0030461,C4072951
0030462,C4072952
0030463,C4072953
0030464,C4072954
0030465,C4072955
0030466,C4072956
0030467,C4072957
0030468,C4072958
0030469,C4072959
0030470,C4072960
0030471,C4072961
0030472,C4072962
0030473,C4072963
0030474,C4072964
0030475,C4072965
0030476,C4072966
0030477,C4072967
0030478,C4072968
0030479,C4072969
0030480,C4072970
0030481,C4072971
0030482,C4072972
0030483,C4072973
0030484,C4072974
0030485,C4072975
0030486,C4072976
0030487,C4072977
0030488,C4072978
0030489,C4072979
0030490,C4072980
0030491,C3275758
0030493,C4072981
0030494,C4072982
0030495,C4072983
0030496,C4072984
0030497,C4072985
0030498,C4072986
0030499,C0677628
0030500,C4072987
0030501,C4072988
0030502,C0152439
0030503,C0339480
0030504,C4072989
0030505,C4072990
0030506,C4072991
0030507,C4072992
0030508,C0730304
0030509,C4072993
0030510,C1862062
0030511,C1842073
0030512,C4072994
0030513,C4072995
0030514,C4072996
0030515,C1301510
0030516,C0271202
0030517,C0271207
0030518,C4072997
0030519,C4072998
0030520,C0271208
0030521,C0221184
0030522,C4072999
0030523,NA
0030524,NA
0030525,C4073002
0030526,C4073003
0030527,C4073004
0030528,C0271197
0030529,C0438434
0030530,C0271198
0030531,C4073005
0030532,C4073006
0030533,C4073007
0030534,C4073008
0030535,C4073009
0030536,C4073010
0030537,C4073011
0030538,C4073012
0030539,C4073013
0030540,C4073014
0030541,C4073015
0030542,C4073016
0030543,C4073017
0030544,C4073018
0030545,C4073019
0030546,C4073020
0030547,C4073021
0030548,C4073022
0030549,C4073023
0030550,C4073024
0030551,C4073025
0030552,C4073026
0030553,C0442774
0030554,C4073027
0030555,C4073028
0030556,C4073029
0030557,C4073030
0030558,C4073031
0030559,C4073032
0030560,C4073033
0030561,C4073034
0030562,C4073035
0030563,C4073036
0030564,C4073037
0030565,C4073038
0030566,C4073039
0030567,C4073040
0030568,C4073041
0030569,C4073042
0030570,C4073043
0030571,C4073044
0030572,C4073045
0030573,C4073046
0030574,C4073047
0030575,C4073048
0030576,C4073049
0030577,C4073050
0030578,C4073051
0030579,C4073052
0030580,C4073053
0030581,C4073054
0030582,C4073055
0030583,C4073056
0030584,C4073057
0030585,C4073058
0030586,C4073059
0030587,C4073060
0030588,C0854021
0030589,C4073061
0030590,C4073062
0030591,C4073063
0030592,C4073064
0030593,C4073065
0030594,C4073066
0030595,C4073067
0030596,C4073068
0030597,C4073069
0030598,C4073070
0030599,C4073071
0030601,C4073072
0030602,C4073073
0030603,C3665728
0030604,C4073074
0030605,C4073075
0030606,C4073076
0030607,C4073077
0030608,C4073078
0030609,C4073079
0030610,C4073080
0030611,C4073081
0030612,C4073082
0030613,C4073083
0030614,C4073084
0030615,C4073085
0030616,C4073086
0030617,C4073087
0030618,C4073088
0030619,C4073089
0030620,C4073090
0030621,C4073091
0030622,C4073092
0030623,C4073093
0030624,C4073094
0030625,C4073095
0030626,C4073096
0030627,C4073097
0030628,C4073098
0030629,C4073099
0030630,C4073100
0030631,C4073101
0030632,C4073102
0030633,C4073103
0030634,C4073104
0030635,C4049066
0030636,NA
0030637,C0543968
0030638,C4073105
0030639,C4073106
0030640,C4048798
0030641,C4073107
0030642,C0311338
0030643,C4073108
0030644,C4073109
0030645,C0205099
0030646,C0205100
0030647,C4073110
0030648,C4073111
0030649,C4073112
0030650,C0205234
0030651,C0205292
0030652,C4073113
0030654,C4073114
0030655,C0344363
0030656,C4073115
0030657,C0269855
0030658,C0266788
0030659,C0266789
0030660,C4073116
0030661,C1563272
0030662,C4073117
0030663,C4073118
0030664,C0231616
0030665,C0750940
0030666,C0035320
0030667,C0474355
0030668,C4073119
0030669,C4073120
0030670,C4073121
0030671,C4073122
0030672,C0521770
0030673,C1840452
0030674,C2673646
0030675,C4073123
0030676,C4048833
0030677,C4073124
0030679,C4073125
0030680,C4049796
0030681,C4073289
0030682,C1960469
0030683,C0042267
0030684,C4073126
0030685,C4073127
0030686,C4073128
0030687,C4073129
0030688,C1295677
0030689,C1295678
0030690,C0426489
0030691,C4073130
0030692,C0006118
0030693,C0031941
0030694,C0031941
0030706,C2242813
0030707,C4082952
0030708,C0266507
0030709,C0025312
0030710,C0431344
0030711,C1399870
0030712,C0156372
0030713,C0431420
0030714,C1390676
0030715,C0265776
0030716,C0702169
0030717,C0270250
0030718,C0748427
0030719,C0344745
0030720,C4280801
0030721,C1849370
0030722,C0431603
0030723,C4280800
0030724,C0349606
0030725,C0027806
0030726,C4280799
0030727,C4280680
0030728,C0265549
0030729,C4280798
0030730,C4280797
0030731,C0007097
0030732,C4255215
0030733,C4280796
0030735,C2609249
0030736,C0559459
0030737,C4280795
0030738,C4280794
0030739,C4280793
0030740,C4280792
0030741,C1334682
0030742,C1299892
0030743,C4280791
0030744,C4280790
0030745,C0398357
0030746,C0240059
0030747,C4280789
0030748,C0475737
0030749,C4280788
0030750,C4280787
0030751,C4280786
0030752,C0155241
0030753,C4280785
0030754,C0041915
0030755,C4280784
0030756,C4280783
0030757,C0518988
0030758,C4280782
0030759,C4280781
0030760,C0151650
0030761,NA
0030762,C4054531
0030763,C4280779
0030764,C0028817
0030765,C0037320
0030766,C0013456
0030767,C0266725
0030769,C0266453
0030770,C0152426
0030771,C0158473
0030772,C0431996
0030773,C0152134
0030774,C0026244
0030775,C4280778
0030776,C4280777
0030777,C4280776
0030778,C4280775
0030779,C0266680
0030780,C4280774
0030781,C4280773
0030782,C4280772
0030783,C4280771
0030784,C0003113
0030785,C4280770
0030786,C0085635
0030787,C4280769
0030788,C0021092
0030789,C1382811
0030790,C4280768
0030791,C4280767
0030792,C0022364
0030793,C4280766
0030794,C4280765
0030795,C4280764
0030796,C4280763
0030797,C4280762
0030798,C4280761
0030799,C0265534
0030800,C4280760
0030801,C4280759
0030802,C1861656
0030803,C1853986
0030804,C0546956
0030805,C4280758
0030806,C4280757
0030807,C1610609
0030808,C4280756
0030809,C4280755
0030810,C4280754
0030811,C0017672
0030812,C0272386
0030813,C0576999
0030814,C4280753
0030815,C0238467
0030816,C0017572
0030817,C4280752
0030818,C0263526
0030819,C4280751
0030820,C3277348
0030821,C4280750
0030822,C4280749
0030823,C2674403
0030824,C4280748
0030825,C0423420
0030826,C4280682
0030828,C0043144
0030829,C0231856
0030830,C0034642
0030831,C0035508
0030832,C0271408
0030833,C0007859
0030834,C0037011
0030835,C0239266
0030836,C0221785
0030837,C0239589
0030838,C0019559
0030839,C0231749
0030840,C0238656
0030841,C0241416
0030842,C4280747
0030843,C0268407
0030844,C4280746
0030845,C4280745
0030846,C4280744
0030847,C0520860
0030848,C0520861
0030849,C0239949
0030850,C0855322
0030851,C4280743
0030852,C0855323
0030853,C0266642
0030854,C0155359
0030855,C0339206
0030856,C0155360
0030857,C4280742
0030858,C0085281
0030859,C4280741
0030860,C4280740
0030861,C4280739
0030862,C4280738
0030863,C0277873
0030864,C0425470
0030865,C4280737
0030866,C4280736
0030867,C0431460
0030868,C0266429
0030869,C1261504
0030870,C4280735
0030871,C4280734
0030872,C4280733
0030873,C4280732
0030874,C4280731
0030875,C4280730
0030876,C0520850
0030877,C4280729
0030878,C4280728
0030879,C4280727
0030880,C0034735
0030881,C1655733
0030882,C4255100
0030883,C2936290
0030884,C4280681
0030885,C4280726
0030886,C4280725
0030887,C4280724
0030888,NA
0030889,NA
0030890,NA
0030891,NA
0030892,NA
0030893,NA
0030894,NA
0030895,NA
0030896,NA
0030897,NA
0030898,NA
0030899,NA
0030900,NA
0030901,NA
0030902,NA
0030903,NA
0030904,NA
0030905,NA
0030906,NA
0030907,NA
0030908,NA
0030909,NA
0030911,NA
0030912,NA
0030913,NA
0030914,NA
0030915,NA
0030917,NA
0030918,NA
0030919,NA
0030920,NA
0030921,NA
0030922,NA
0030923,NA
0030924,NA
0030925,NA
0030926,NA
0030927,NA
0030928,NA
0030929,NA
0030930,NA
0030931,NA
0030932,NA
0030933,NA
0030934,NA
0030935,NA
0030936,NA
0030937,NA
0030938,NA
0030939,NA
0030943,NA
0030946,NA
0030947,NA
0030948,NA
0030949,NA
0030950,NA
0030951,NA
0030952,NA
0030953,NA
0030955,NA
0030956,NA
0030957,NA
0030958,NA
0030959,NA
0030960,NA
0030961,NA
0030962,NA
0030963,NA
0030964,NA
0030965,NA
0030966,NA
0030967,NA
0030968,NA
0030969,NA
0030970,NA
0030971,NA
0030972,NA
0030973,NA
0030974,NA
0030975,NA
0030976,NA
0030977,NA
0030978,NA
0030979,NA
0030980,NA
0030981,NA
0030983,NA
0030984,NA
0030985,NA
0030986,NA
0030987,NA
0030988,NA
0030989,NA
0030990,NA
0030991,NA
0030992,NA
0030993,NA
0030994,NA
0030995,NA
0030996,NA
0030997,NA
0030998,NA
0030999,NA
0031000,NA
0031001,NA
0031002,NA
0031003,NA
0031004,NA
0031005,NA
0031006,NA
0031007,NA
0031008,NA
0031009,NA
0031010,NA
0031011,NA
0031012,NA
0031013,NA
0031014,NA
0031015,NA
0031016,NA
0031017,NA
0031018,NA
0031019,NA
0031020,NA
0031021,NA
0031022,NA
0031023,NA
0031024,NA
0031025,NA
0031026,NA
0031027,NA
0031028,NA
0031029,NA
0031030,NA
0031031,NA
0031032,NA
0031033,NA
0031034,NA
0031035,NA
0031036,NA
0031037,NA
0031038,NA
0031039,NA
0031040,NA
0031041,NA
0031042,NA
0031043,NA
0031044,NA
0031045,NA
0031046,NA
0031047,NA
0031048,NA
0031049,NA
0031050,NA
0031051,NA
0031052,NA
0031053,NA
0031054,NA
0031055,NA
0031056,NA
0031057,NA
0031058,NA
0031059,NA
0031060,NA
0031061,NA
0031062,NA
0031063,NA
0031064,NA
0031065,NA
0031066,NA
0031067,NA
0031068,NA
0031069,NA
0031070,NA
0031071,NA
0031072,NA
0031073,NA
0031074,NA
0031075,NA
0031076,NA
0031077,NA
0031078,NA
0031079,NA
0031080,NA
0031081,NA
0031082,NA
0031083,NA
0031084,NA
0031085,NA
0031086,NA
0031087,NA
0031088,NA
0031089,NA
0031090,NA
0031091,NA
0031092,NA
0031093,NA
0031094,NA
0031095,NA
0031096,NA
0031097,NA
0031098,NA
0031099,NA
0031100,NA
0031101,NA
0031102,NA
0031103,NA
0031104,NA
0031105,NA
0031106,NA
0031107,NA
0031108,NA
0031109,NA
0031110,NA
0031111,NA
0031117,NA
0031118,NA
0031119,NA
0031120,NA
0031121,NA
0031122,NA
0031123,NA
0031124,NA
0031125,NA
0031126,NA
0031127,NA
0031128,NA
0031129,NA
0031130,NA
0031131,NA
0031132,NA
0031133,NA
0031134,NA
0031135,NA
0031136,NA
0031137,NA
0031138,NA
0031139,NA
0031140,NA
0031141,NA
0031142,NA
0031143,NA
0031144,NA
0031145,NA
0031146,NA
0031150,NA
0031151,NA
0031152,NA
0031153,NA
0031154,NA
0031155,NA
0031156,NA
0031157,NA
0031158,NA
0031159,NA
0031160,NA
0031161,NA
0031162,NA
0031163,NA
0031164,NA
0031165,NA
0031166,NA
0031167,NA
0031169,NA
0031170,NA
0031171,NA
0031172,NA
0031173,NA
0031174,NA
0031175,NA
0031176,NA
0031177,NA
0031178,NA
0031179,NA
0031180,NA
0031181,NA
0031185,NA
0031186,NA
0031187,NA
0031188,NA
0031189,NA
0031190,NA
0031191,NA
0031192,NA
0031193,NA
0031194,NA
0031195,NA
0031196,NA
0031197,NA
0031198,NA
0031199,NA
0031200,NA
0031201,NA
0031202,NA
0031203,NA
0031204,NA
0031205,NA
0031206,NA
0031207,NA
0031208,NA
0031209,NA
0031210,NA
0031211,NA
0031212,NA
0031213,NA
0031214,NA
0031215,NA
0031216,NA
0031217,NA
0031218,NA
0031219,NA
0031220,NA
0031221,NA
0031222,NA
0031223,NA
0031224,NA
0031225,NA
0031226,NA
0031227,NA
0031228,NA
0031229,NA
0031230,NA
0031231,NA
0031232,NA
0031233,NA
0031234,NA
0031235,NA
0031236,NA
0031237,NA
0031238,NA
0031239,NA
0031240,NA
0031241,NA
0031242,NA
0031243,NA
0031244,NA
0031245,NA
0031246,NA
0031247,NA
0031248,NA
0031249,NA
0031250,NA
0031251,NA
0031252,NA
0031253,NA
0031254,NA
0031255,NA
0031256,NA
0031257,NA
0031258,NA
0031259,NA
0031260,NA
0031261,NA
0031263,NA
0031264,NA
0031265,NA
0031266,NA
0031267,NA
0031268,NA
0031269,NA
0031270,NA
0031271,NA
0031272,NA
0031273,NA
0031274,NA
0031275,NA
0031276,NA
0031278,NA
0031279,NA
0031280,NA
0031281,NA
0031282,NA
0031283,NA
0031284,NA
0031285,NA
0031286,NA
0031287,NA
0031288,NA
0031289,NA
0031290,NA
0031291,NA
0031292,NA
0031293,NA
0031294,NA
0031295,NA
0031296,NA
0031297,NA
0031298,NA
0031299,NA
0031300,NA
0031301,NA
0031302,NA
0031303,NA
0031304,NA
0031305,NA
0031306,NA
0031307,NA
0031308,NA
0031309,NA
0031310,NA
0031311,NA
0031313,NA
0031314,NA
0031315,NA
0031316,NA
0031317,NA
0031318,NA
0031319,NA
0031320,NA
0031321,NA
0031322,NA
0031323,NA
0031324,NA
0031325,NA
0031326,NA
0031327,NA
0031328,NA
0031329,NA
0031330,NA
0031331,NA
0031332,NA
0031333,NA
0031334,NA
0031335,NA
0031336,NA
0031337,NA
0031338,NA
0031339,NA
0031340,NA
0031341,NA
0031342,NA
0031343,NA
0031344,NA
0031345,NA
0031346,NA
0031347,NA
0031348,NA
0031349,NA
0031350,NA
0031351,NA
0031352,NA
0031353,NA
0031354,NA
0031355,NA
0031356,NA
0031357,NA
0031358,NA
0031359,NA
0031360,NA
0031361,NA
0031362,NA
0031363,NA
0031364,NA
0031365,NA
0031366,NA
0031367,NA
0031368,NA
0031369,NA
0031370,NA
0031371,NA
0031372,NA
0031373,NA
0031374,NA
0031375,NA
0031377,NA
0031378,NA
0031379,NA
0031380,NA
0031381,NA
0031382,NA
0031383,NA
0031384,NA
0031385,NA
0031386,NA
0031387,NA
0031388,NA
0031389,NA
0031390,NA
0031391,NA
0031392,NA
0031393,NA
0031394,NA
0031396,NA
0031397,NA
0031398,NA
0031399,NA
0031401,NA
0031402,NA
0031403,NA
0031404,NA
0031405,NA
0031406,NA
0031407,NA
0031408,NA
0031409,NA
0031410,NA
0031411,NA
0031412,NA
0031413,NA
0031414,NA
0031415,C1833331
0031416,NA
0031417,NA
0031418,NA
0031419,NA
0031420,NA
0031421,NA
0031422,NA
0031423,NA
0031424,NA
0031425,NA
0031426,NA
0031427,NA
0031428,NA
0031429,NA
0031430,NA
0031431,NA
0031432,NA
0031433,NA
0031434,NA
0031435,NA
0031436,NA
0031437,NA
0031438,NA
0031439,NA
0031440,NA
0031441,NA
0031442,NA
0031443,NA
0031444,NA
0031445,NA
0031446,NA
0031447,NA
0031448,NA
0031449,NA
0031450,NA
0031451,NA
0031452,NA
0031453,NA
0031454,NA
0031455,NA
0031456,NA
0031457,NA
0031458,NA
0031459,NA
0031460,NA
0031461,NA
0031462,NA
0031463,NA
0031464,NA
0031465,NA
0031466,NA
0031467,NA
0031468,NA
0031469,NA
0031472,NA
0031473,NA
0031474,NA
0031475,NA
0031476,NA
0031477,NA
0031478,NA
0031479,NA
0031480,NA
0031481,NA
0031482,NA
0031483,NA
0031484,NA
0031485,NA
0031486,NA
0031487,NA
0031488,NA
0031489,NA
0031490,NA
0031491,NA
0031492,NA
0031493,NA
0031494,NA
0031495,NA
0031496,NA
0031497,NA
0031498,NA
0031499,NA
0031500,NA
0031501,NA
0031502,NA
0031503,NA
0031504,NA
0031505,NA
0031506,NA
0031507,NA
0031508,NA
0031509,NA
0031510,NA
0031511,NA
0031512,NA
0031513,NA
0031514,NA
0031515,NA
0031516,NA
0031517,NA
0031518,NA
0031519,NA
0031520,NA
0031521,NA
0031522,NA
0031523,NA
0031524,NA
0031525,NA
0031526,NA
0031527,NA
0031528,NA
0031529,NA
0031530,NA
0031531,NA
0031532,NA
0031533,NA
0031534,NA
0031535,NA
0031536,NA
0031537,NA
0031538,NA
0031539,NA
0031540,NA
0031541,NA
0031542,NA
0031544,NA
0031545,NA
0031546,NA
0031547,NA
0031548,NA
0031549,NA
0031550,NA
0031551,NA
0031552,NA
0031553,NA
0031554,NA
0031555,NA
0031556,NA
0031557,NA
0031558,NA
0031559,NA
0031560,NA
0031561,NA
0031562,NA
0031563,NA
0031564,NA
0031565,NA
0031566,NA
0031567,NA
0031568,NA
0031569,NA
0031570,NA
0031571,NA
0031572,NA
0031573,NA
0031574,NA
0031575,NA
0031576,NA
0031577,NA
0031578,NA
0031579,NA
0031580,NA
0031581,NA
0031582,NA
0031583,NA
0031584,NA
0031585,NA
0031586,NA
0031587,NA
0031588,NA
0031589,NA
0031590,NA
0031591,NA
0031592,NA
0031593,NA
0031594,NA
0031595,NA
0031596,NA
0031597,NA
0031598,NA
0031599,NA
0031600,NA
0031601,NA
0031602,NA
0031603,NA
0031604,NA
0031605,NA
0031606,NA
0031607,NA
0031609,NA
0031610,NA
0031611,NA
0031613,NA
0031614,NA
0031615,NA
0031616,NA
0031618,NA
0031619,NA
0031620,NA
0031621,NA
0031622,NA
0031623,NA
0031624,NA
0031625,NA
0031626,NA
0031627,NA
0031628,NA
0031629,NA
0031630,NA
0031631,NA
0031632,NA
0031633,NA
0031634,NA
0031635,NA
0031636,NA
0031637,NA
0031638,NA
0031639,NA
0031640,NA
0031643,NA
0031644,NA
0031645,NA
0031646,NA
0031647,NA
0031648,NA
0031649,NA
0031650,NA
0031651,NA
0031652,NA
0031653,NA
0031654,NA
0031655,NA
0031656,NA
0031657,NA
0031658,NA
0031659,NA
0031660,NA
0031661,NA
0031662,NA
0031663,NA
0031664,NA
0031665,NA
0031666,NA
0031667,NA
0031668,NA
0031669,NA
0031670,NA
0031671,NA
0031672,NA
0031673,NA
0031674,NA
0031675,NA
0031676,NA
0031677,NA
0031678,NA
0031679,NA
0031680,NA
0031681,NA
0031682,NA
0031683,NA
0031684,NA
0031685,NA
0031686,NA
0031687,NA
0031688,NA
0031689,NA
0031690,NA
0031691,NA
0031692,NA
0031693,NA
0031694,NA
0031695,NA
0031696,NA
0031697,NA
0031698,NA
0031699,NA
0031700,NA
0031701,NA
0031702,NA
0031703,NA
0031704,NA
0031705,NA
0031706,NA
0031707,NA
0031708,NA
0031709,NA
0031710,NA
0031711,NA
0031713,NA
0031714,NA
0031715,NA
0031716,NA
0031717,NA
0031718,NA
0031719,NA
0031720,NA
0031721,NA
0031722,NA
0031723,NA
0031724,NA
0031725,NA
0031726,NA
0031727,NA
0031728,NA
0031729,NA
0031730,NA
0031731,NA
0031732,NA
0031733,NA
0031734,NA
0031736,NA
0031737,NA
0031738,NA
0031739,NA
0031740,NA
0031741,NA
0031742,NA
0031743,NA
0031744,NA
0031745,NA
0031746,NA
0031747,NA
0031748,NA
0031749,NA
0031750,NA
0031751,NA
0031752,NA
0031753,NA
0031754,NA
0031755,NA
0031756,NA
0031757,NA
0031758,NA
0031759,NA
0031760,NA
0031761,NA
0031762,NA
0031763,NA
0031764,NA
0031765,NA
0031766,NA
0031767,NA
0031768,NA
0031769,NA
0031770,NA
0031771,NA
0031772,NA
0031773,NA
0031774,NA
0031775,NA
0031776,NA
0031777,NA
0031778,NA
0031779,NA
0031780,NA
0031781,NA
0031782,NA
0031783,NA
0031784,NA
0031785,NA
0031786,NA
0031787,NA
0031788,NA
0031789,NA
0031790,NA
0031791,NA
0031792,NA
0031793,NA
0031794,NA
0031795,NA
0031796,NA
0031797,NA
0031798,NA
0031799,NA
0031800,NA
0031801,NA
0031803,NA
0031804,NA
0031805,NA
0031806,NA
0031807,NA
0031808,NA
0031809,NA
0031810,NA
0031811,NA
0031812,NA
0031813,NA
0031814,NA
0031815,NA
0031816,NA
0031817,NA
0031818,NA
0031819,NA
0031820,NA
0031821,NA
0031822,NA
0031823,NA
0031824,NA
0031825,NA
0031826,NA
0031827,NA
0031828,NA
0031829,NA
0031830,NA
0031831,NA
0031832,NA
0031833,NA
0031834,NA
0031835,NA
0031836,NA
0031837,NA
0031838,NA
0031840,NA
0031841,NA
0031842,NA
0031843,NA
0031844,NA
0031845,NA
0031846,NA
0031847,NA
0031848,NA
0031849,NA
0031850,NA
0031851,NA
0031853,NA
0031854,NA
0031855,NA
0031856,NA
0031857,NA
0031858,NA
0031860,NA
0031861,NA
0031862,NA
0031863,NA
0031864,NA
0031865,NA
0031866,NA
0031867,NA
0031868,NA
0031869,NA
0031870,NA
0031871,NA
0031872,NA
0031873,NA
0031874,NA
0031875,NA
0031876,NA
0031877,NA
0031878,NA
0031879,NA
0031880,NA
0031881,NA
0031882,NA
0031883,NA
0031884,NA
0031885,NA
0031886,NA
0031887,NA
0031888,NA
0031889,NA
0031890,NA
0031891,NA
0031898,NA
0031899,NA
0031900,NA
0031901,NA
0031902,NA
0031903,NA
0031904,NA
0031905,NA
0031906,NA
0031907,NA
0031908,NA
0031909,NA
0031910,NA
0031911,NA
0031912,NA
0031913,NA
0031914,NA
0031915,NA
0031917,NA
0031918,NA
0031919,NA
0031920,NA
0031921,NA
0031922,NA
0031923,NA
0031924,NA
0031925,NA
0031926,NA
0031927,NA
0031928,NA
0031929,NA
0031930,NA
0031931,NA
0031932,NA
0031933,NA
0031934,NA
0031935,NA
0031936,NA
0031937,NA
0031938,NA
0031939,NA
0031941,NA
0031942,NA
0031943,NA
0031944,NA
0031945,NA
0031946,NA
0031947,NA
0031948,NA
0031949,NA
0031950,NA
0031951,NA
0031952,NA
0031953,NA
0031954,NA
0031955,NA
0031956,NA
0031957,NA
0031958,NA
0031959,NA
0031960,NA
0031961,NA
0031962,NA
0031963,NA
0031964,NA
0031965,NA
0031967,NA
0031969,NA
0031970,NA
0031971,NA
0031972,NA
0031973,NA
0031974,NA
0031975,NA
0031976,NA
0031977,NA
0031978,NA
0031979,NA
0031980,NA
0031981,NA
0031982,NA
0031983,NA
0031984,NA
0031985,NA
0031986,NA
0031987,NA
0031988,NA
0031989,NA
0031990,NA
0031991,NA
0031992,NA
0031993,NA
0031994,NA
0031995,NA
0031996,NA
0031997,NA
0031998,NA
0031999,NA
0032000,NA
0032001,NA
0032002,NA
0032003,NA
0032004,NA
0032005,NA
0032006,NA
0032007,NA
0032008,NA
0032009,NA
0032010,NA
0032011,NA
0032012,NA
0032013,NA
0032014,NA
0032015,NA
0032016,NA
0032017,NA
0032018,NA
0032019,NA
0032020,NA
0032021,NA
0032022,NA
0032023,NA
0032024,NA
0032025,NA
0032026,NA
0032027,NA
0032028,NA
0032029,NA
0032030,NA
0032031,NA
0032032,NA
0032033,NA
0032034,NA
0032035,NA
0032036,NA
0032037,NA
0032039,NA
0032040,NA
0032041,NA
0032043,NA
0032044,NA
0032045,NA
0032046,NA
0032047,NA
0032048,NA
0032049,NA
0032050,NA
0032051,NA
0032052,NA
0032053,NA
0032054,NA
0032055,NA
0032056,NA
0032057,NA
0032058,NA
0032059,NA
0032060,NA
0032061,NA
0032062,NA
0032063,NA
0032064,NA
0032065,NA
0032066,NA
0032067,NA
0032068,NA
0032069,NA
0032070,NA
0032071,NA
0032072,NA
0032073,NA
0032075,NA
0032076,NA
0032077,NA
0032078,NA
0032079,NA
0032081,NA
0032082,NA
0032083,NA
0032084,NA
0032085,NA
0032086,NA
0032087,NA
0032088,NA
0032089,NA
0032090,NA
0032091,NA
0032092,NA
0032094,NA
0032096,NA
0032097,NA
0032098,NA
0032099,NA
0032100,NA
0032101,NA
0032102,NA
0032104,NA
0032105,NA
0032106,NA
0032107,NA
0032108,NA
0032109,NA
0032110,NA
0032111,NA
0032112,NA
0032113,NA
0032114,NA
0032116,NA
0032117,NA
0032118,NA
0032119,NA
0032120,NA
0032121,NA
0032122,NA
0032123,NA
0032124,NA
0032125,NA
0032126,NA
0032127,NA
0032128,NA
0032129,NA
0032130,NA
0032131,NA
0032132,NA
0032133,NA
0032134,NA
0032135,NA
0032136,NA
0032137,NA
0032138,NA
0032139,NA
0032140,NA
0032141,NA
0032142,NA
0032143,NA
0032144,NA
0032145,NA
0032146,NA
0032147,NA
0032148,NA
0032149,NA
0032150,NA
0032151,NA
0032152,NA
0032153,NA
0032154,NA
0032155,NA
0032156,NA
0032157,NA
0032158,NA
0032159,NA
0032160,NA
0032161,NA
0032162,NA
0032163,NA
0032164,NA
0032165,NA
0032166,NA
0032167,NA
0032168,NA
0032169,NA
0032170,NA
0032171,NA
0032172,NA
0032173,NA
0032174,NA
0032175,NA
0032176,NA
0032177,NA
0032178,NA
0032179,NA
0032180,NA
0032181,NA
0032182,NA
0032183,NA
0032184,NA
0032185,NA
0032186,NA
0032187,NA
0032188,NA
0032189,NA
0032190,NA
0032191,NA
0032192,NA
0032193,NA
0032195,NA
0032196,NA
0032197,NA
0032198,NA
0032199,NA
0032200,NA
0032201,NA
0032202,NA
0032203,NA
0032204,NA
0032205,NA
0032207,NA
0032208,NA
0032209,NA
0032210,NA
0032211,NA
0032212,NA
0032213,NA
0032214,NA
0032215,NA
0032216,NA
0032217,NA
0032218,NA
0032219,NA
0032220,NA
0032221,NA
0032222,NA
0032223,NA
0032224,NA
0032225,NA
0032226,NA
0032227,NA
0032228,NA
0032229,NA
0032230,NA
0032231,NA
0032232,NA
0032233,NA
0032234,NA
0032235,NA
0032236,NA
0032237,NA
0032238,NA
0032239,NA
0032240,NA
0032241,NA
0032242,NA
0032243,NA
0032244,NA
0032245,NA
0032247,NA
0032248,NA
0032249,NA
0032250,NA
0032251,NA
0032252,NA
0032253,NA
0032254,NA
0032255,NA
0032256,NA
0032257,NA
0032258,NA
0032259,NA
0032260,NA
0032261,NA
0032262,NA
0032263,NA
0032264,NA
0032265,NA
0032266,NA
0032267,NA
0032268,NA
0032269,NA
0032270,NA
0032271,NA
0032272,NA
0032273,NA
0032274,NA
0032275,NA
0032276,NA
0032277,NA
0032278,NA
0032281,NA
0032282,NA
0032283,NA
0032284,NA
0032285,NA
0032286,NA
0032287,NA
0032288,NA
0032289,NA
0032290,NA
0032291,NA
0032292,NA
0032293,NA
0032294,NA
0032295,NA
0032296,NA
0032297,NA
0032298,NA
0032299,NA
0032300,NA
0032301,NA
0032302,NA
0032303,NA
0032304,NA
0032305,NA
0032306,NA
0032308,NA
0032309,NA
0032310,NA
0032311,NA
0032312,NA
0032313,NA
0032314,NA
0032315,NA
0032316,NA
0032317,NA
0032318,NA
0032319,NA
